"Reporter","Partner","Group_Code","Description","Value","Growth","Growth4Graph","AverageGrowth","RCA","RCA4Graph","Quadrant","x","y"
"Viet Nam","Myanmar","3","Food Products",45050673.48,"-2.171131185",-2.17,18.11,2.67,2.67,"COW",1,-1
"Viet Nam","Myanmar","4","Minerals",1299380.50,"-51.5557565",-51.55,18.11,0.36,0.36,"DOG",-1,-1
"Viet Nam","Myanmar","5","Fuels",584883.44,"-92.07944936",-92.07,18.11,0.04,0.04,"DOG",-1,-1
"Viet Nam","Myanmar","6","Chemicals",56789131.10,"8.933974591",8.93,18.11,5.71,5.71,"COW",1,-1
"Viet Nam","Myanmar","7","Plastic or Rubber",49274731.18,"25.55356894",25.55,18.11,2.12,2.12,"STAR",1,1
"Viet Nam","Myanmar","8","Hides and Skins",8607053.93,"-19.91658662",-19.91,18.11,0.71,0.71,"DOG",-1,-1
"Viet Nam","Myanmar","9","Wood",38316893.71,"14.28961301",14.28,18.11,0.36,0.36,"DOG",-1,-1
"Viet Nam","Thailand","1","Animal",200278802.90,"4.02360975",4.02,23.22,1.45,1.45,"COW",1,-1
"Viet Nam","Thailand","10","Textiles and Clothing",98894156.61,"25.81586955",25.81,23.22,0.24,0.24,"INTRO",-1,1
"Viet Nam","Thailand","11","Footwear",43284969.07,"9.119521912",9.11,23.22,0.78,0.78,"DOG",-1,-1
"Viet Nam","Thailand","12","Stone and Glass",448753386.70,"39.35547786",39.35,23.22,2.51,2.51,"STAR",1,1
"Viet Nam","Thailand","13","Metals",2113487314.00,"39.11659649",39.11,23.22,1.13,1.13,"STAR",1,1
"Viet Nam","Thailand","14","Machinery/Electrical",208116810.10,"8.679689748",8.67,23.22,2.82,2.82,"COW",1,-1
"Viet Nam","Thailand","15","Transportation",199628010.50,"11.00873066",11.00,23.22,0.51,0.51,"DOG",-1,-1
"Viet Nam","Thailand","2","Vegetable",230586766.40,"8.329597346",8.32,23.22,0.74,0.74,"DOG",-1,-1
"Viet Nam","Thailand","3","Food Products",207062956.30,"-0.085513902",-0.08,23.22,1.87,1.87,"COW",1,-1
"Viet Nam","Thailand","4","Minerals",4514629.57,"191.1752954",100.00,23.22,0.19,0.19,"INTRO",-1,1
"Viet Nam","Thailand","5","Fuels",311300385.40,"40.67526565",40.67,23.22,3.50,3.50,"STAR",1,1
"Viet Nam","Thailand","6","Chemicals",111528752.40,"22.91192857",22.91,23.22,1.70,1.70,"COW",1,-1
"Viet Nam","Thailand","7","Plastic or Rubber",140430814.40,"19.76299143",19.76,23.22,0.92,0.92,"DOG",-1,-1
"Viet Nam","Thailand","8","Hides and Skins",22716077.53,"-7.776901566",-7.77,23.22,0.28,0.28,"DOG",-1,-1
"Viet Nam","Thailand","9","Wood",276968963.90,"27.49636559",27.49,23.22,0.39,0.39,"INTRO",-1,1
