CD_Code,Description,Reporter,Year,Partner,Value
1,Animal & Animal Products,Cambodia,2008,Thailand,2472096.72
1,Animal & Animal Products,Cambodia,2008,Vietnam,1394508.93
1,Animal & Animal Products,Cambodia,2008,Others,989773.54
1,Animal & Animal Products,Cambodia,2008,Singapore,661687.84
1,Animal & Animal Products,Cambodia,2008,United Kingdom,346426.27
1,Animal & Animal Products,Cambodia,2008,New Zealand,262627.23
1,Animal & Animal Products,Cambodia,2009,Vietnam,3933291.2
1,Animal & Animal Products,Cambodia,2009,Others,1135106.99
1,Animal & Animal Products,Cambodia,2009,Thailand,1115722.33
1,Animal & Animal Products,Cambodia,2009,United Kingdom,731861.26
1,Animal & Animal Products,Cambodia,2009,Singapore,546142.51
1,Animal & Animal Products,Cambodia,2009,Australia,514780.7
1,Animal & Animal Products,Cambodia,2010,Thailand,3655739.29
1,Animal & Animal Products,Cambodia,2010,Vietnam,2109318.22
1,Animal & Animal Products,Cambodia,2010,Others,1220964.54
1,Animal & Animal Products,Cambodia,2010,Singapore,925779.92
1,Animal & Animal Products,Cambodia,2010,New Zealand,390393.89
1,Animal & Animal Products,Cambodia,2010,France,311751.09
1,Animal & Animal Products,Cambodia,2011,Thailand,9938458.61
1,Animal & Animal Products,Cambodia,2011,Vietnam,2230246.62
1,Animal & Animal Products,Cambodia,2011,Others,1817791.09
1,Animal & Animal Products,Cambodia,2011,Singapore,1059160.47
1,Animal & Animal Products,Cambodia,2011,France,629774.12
1,Animal & Animal Products,Cambodia,2011,Australia,541321.42
1,Animal & Animal Products,Cambodia,2012,Thailand,15085671.7
1,Animal & Animal Products,Cambodia,2012,Vietnam,1997064.16
1,Animal & Animal Products,Cambodia,2012,Others,1644736.51
1,Animal & Animal Products,Cambodia,2012,Singapore,1167537.74
1,Animal & Animal Products,Cambodia,2012,France,899621.39
1,Animal & Animal Products,Cambodia,2012,Australia,510941.76
1,Animal & Animal Products,Cambodia,2013,Thailand,12013257.75
1,Animal & Animal Products,Cambodia,2013,Vietnam,3238765.84
1,Animal & Animal Products,Cambodia,2013,Others,2510338.77
1,Animal & Animal Products,Cambodia,2013,Singapore,1330567.74
1,Animal & Animal Products,Cambodia,2013,France,1169200.58
1,Animal & Animal Products,Cambodia,2013,China (People's Republic of),1031369.26
1,Animal & Animal Products,Cambodia,2014,Thailand,15494017.59
1,Animal & Animal Products,Cambodia,2014,Others,5889588.09
1,Animal & Animal Products,Cambodia,2014,France,2709737.45
1,Animal & Animal Products,Cambodia,2014,Vietnam,2680062.76
1,Animal & Animal Products,Cambodia,2014,Australia,2334481.6
1,Animal & Animal Products,Cambodia,2014,Singapore,1422119.1
1,Animal & Animal Products,Cambodia,2015,Thailand,22809994.42
1,Animal & Animal Products,Cambodia,2015,Vietnam,4825907.72
1,Animal & Animal Products,Cambodia,2015,Others,4578010.28
1,Animal & Animal Products,Cambodia,2015,Australia,3607063.96
1,Animal & Animal Products,Cambodia,2015,France,1876402.14
1,Animal & Animal Products,Cambodia,2015,New Zealand,1213782.85
1,Animal & Animal Products,Cambodia,2016,Thailand,21641124.13
1,Animal & Animal Products,Cambodia,2016,Others,6673699.13
1,Animal & Animal Products,Cambodia,2016,Australia,6142867.6
1,Animal & Animal Products,Cambodia,2016,Vietnam,5545161.56
1,Animal & Animal Products,Cambodia,2016,France,2777836.83
1,Animal & Animal Products,Cambodia,2016,New Zealand,1525099.01
1,Animal & Animal Products,Cambodia,2017,Thailand,5586118.71
1,Animal & Animal Products,Cambodia,2017,Vietnam,1796840.27
1,Animal & Animal Products,Cambodia,2017,Others,1347892.47
1,Animal & Animal Products,Cambodia,2017,France,561915.27
1,Animal & Animal Products,Cambodia,2017,Australia,433208.95
1,Animal & Animal Products,Cambodia,2017,New Zealand,286015.63
1,Animal & Animal Products,Lao PDR,2008,Thailand,19169015.08
1,Animal & Animal Products,Lao PDR,2008,Malaysia,1319938
1,Animal & Animal Products,Lao PDR,2008,Vietnam,661547.98
1,Animal & Animal Products,Lao PDR,2008,Singapore,20555.08
1,Animal & Animal Products,Lao PDR,2008,Others,18384.69
1,Animal & Animal Products,Lao PDR,2008,China (People's Republic of),8280.75
1,Animal & Animal Products,Lao PDR,2009,Thailand,30946601.95
1,Animal & Animal Products,Lao PDR,2009,Vietnam,678266.8
1,Animal & Animal Products,Lao PDR,2009,Malaysia,211117
1,Animal & Animal Products,Lao PDR,2009,China (People's Republic of),23246
1,Animal & Animal Products,Lao PDR,2009,Singapore,19324.76
1,Animal & Animal Products,Lao PDR,2009,Others,9792.16
1,Animal & Animal Products,Lao PDR,2010,Thailand,23513571.97
1,Animal & Animal Products,Lao PDR,2010,Vietnam,531113.11
1,Animal & Animal Products,Lao PDR,2010,China (People's Republic of),54510.4
1,Animal & Animal Products,Lao PDR,2010,Singapore,41725.33
1,Animal & Animal Products,Lao PDR,2010,Others,17692.19
1,Animal & Animal Products,Lao PDR,2010,France,9354.24
1,Animal & Animal Products,Lao PDR,2011,Thailand,16115000.2
1,Animal & Animal Products,Lao PDR,2011,Vietnam,314280.34
1,Animal & Animal Products,Lao PDR,2011,Singapore,88544.73
1,Animal & Animal Products,Lao PDR,2011,Canada,47692
1,Animal & Animal Products,Lao PDR,2011,Others,34744.18
1,Animal & Animal Products,Lao PDR,2011,France,13590.11
1,Animal & Animal Products,Lao PDR,2012,Thailand,42276631.22
1,Animal & Animal Products,Lao PDR,2012,Canada,465252.13
1,Animal & Animal Products,Lao PDR,2012,Singapore,332725.35
1,Animal & Animal Products,Lao PDR,2012,Australia,136064
1,Animal & Animal Products,Lao PDR,2012,Others,122522.09
1,Animal & Animal Products,Lao PDR,2012,Vietnam,74403
1,Animal & Animal Products,Lao PDR,2013,Thailand,12543824
1,Animal & Animal Products,Lao PDR,2013,China (People's Republic of),1007551
1,Animal & Animal Products,Lao PDR,2013,Others,652045
1,Animal & Animal Products,Lao PDR,2013,Indonesia,17693
1,Animal & Animal Products,Lao PDR,2013,Holy See,2500
1,Animal & Animal Products,Lao PDR,2013,Malaysia,260
1,Animal & Animal Products,Lao PDR,2014,Thailand,18407074.56
1,Animal & Animal Products,Lao PDR,2014,Vietnam,727917
1,Animal & Animal Products,Lao PDR,2014,Others,475768.8
1,Animal & Animal Products,Lao PDR,2014,Australia,323211
1,Animal & Animal Products,Lao PDR,2014,Japan,144844
1,Animal & Animal Products,Lao PDR,2014,China (People's Republic of),127158
1,Animal & Animal Products,Lao PDR,2015,Vietnam,21151326.23
1,Animal & Animal Products,Lao PDR,2015,Thailand,20075568.68
1,Animal & Animal Products,Lao PDR,2015,Australia,2212843.9
1,Animal & Animal Products,Lao PDR,2015,Japan,1201343.8
1,Animal & Animal Products,Lao PDR,2015,Others,479814.71
1,Animal & Animal Products,Lao PDR,2015,Cambodia,323750
1,Animal & Animal Products,Lao PDR,2016,Thailand,59530452.06
1,Animal & Animal Products,Lao PDR,2016,Vietnam,8562984
1,Animal & Animal Products,Lao PDR,2016,Malaysia,5815780
1,Animal & Animal Products,Lao PDR,2016,Others,628812
1,Animal & Animal Products,Lao PDR,2016,Cambodia,620200
1,Animal & Animal Products,Lao PDR,2016,China (People's Republic of),390369
1,Animal & Animal Products,Lao PDR,2017,Thailand,52935228
1,Animal & Animal Products,Lao PDR,2017,Vietnam,7840337
1,Animal & Animal Products,Lao PDR,2017,Malaysia,1803933
1,Animal & Animal Products,Lao PDR,2017,China (People's Republic of),1470738
1,Animal & Animal Products,Lao PDR,2017,Others,1393574
1,Animal & Animal Products,Lao PDR,2017,Japan,809903
1,Animal & Animal Products,Myanmar,2008,Singapore,36815112.8
1,Animal & Animal Products,Myanmar,2008,New Zealand,2799931.02
1,Animal & Animal Products,Myanmar,2008,Others,2646434.53
1,Animal & Animal Products,Myanmar,2008,Thailand,1852210.18
1,Animal & Animal Products,Myanmar,2008,Australia,887212.08
1,Animal & Animal Products,Myanmar,2008,Malaysia,690370.83
1,Animal & Animal Products,Myanmar,2009,Singapore,45060414.93
1,Animal & Animal Products,Myanmar,2009,Thailand,2617094.45
1,Animal & Animal Products,Myanmar,2009,New Zealand,2296100.7
1,Animal & Animal Products,Myanmar,2009,Others,1883697.52
1,Animal & Animal Products,Myanmar,2009,Australia,1663096.55
1,Animal & Animal Products,Myanmar,2009,China (People's Republic of),888822.66
1,Animal & Animal Products,Myanmar,2010,Singapore,38118872.47
1,Animal & Animal Products,Myanmar,2010,New Zealand,9661010.11
1,Animal & Animal Products,Myanmar,2010,Others,3797108.56
1,Animal & Animal Products,Myanmar,2010,China (People's Republic of),1087017.42
1,Animal & Animal Products,Myanmar,2010,United states,998173.63
1,Animal & Animal Products,Myanmar,2010,Australia,812167.03
1,Animal & Animal Products,Myanmar,2011,Singapore,45493160.75
1,Animal & Animal Products,Myanmar,2011,New Zealand,12183753.55
1,Animal & Animal Products,Myanmar,2011,Others,11162348.93
1,Animal & Animal Products,Myanmar,2011,Thailand,5489018.62
1,Animal & Animal Products,Myanmar,2011,Australia,4263612.97
1,Animal & Animal Products,Myanmar,2011,China (People's Republic of),3197003.52
1,Animal & Animal Products,Myanmar,2012,Singapore,54813899.54
1,Animal & Animal Products,Myanmar,2012,Others,11535817.08
1,Animal & Animal Products,Myanmar,2012,New Zealand,9694841.01
1,Animal & Animal Products,Myanmar,2012,China (People's Republic of),8229275.02
1,Animal & Animal Products,Myanmar,2012,Australia,5553707.23
1,Animal & Animal Products,Myanmar,2012,Thailand,4938913.19
1,Animal & Animal Products,Myanmar,2013,Singapore,58620305.63
1,Animal & Animal Products,Myanmar,2013,China (People's Republic of),18513611.13
1,Animal & Animal Products,Myanmar,2013,Others,13392050.84
1,Animal & Animal Products,Myanmar,2013,Thailand,11488207.57
1,Animal & Animal Products,Myanmar,2013,New Zealand,8706770.71
1,Animal & Animal Products,Myanmar,2013,Korea; Republic of,3921741.82
1,Animal & Animal Products,Myanmar,2014,Singapore,78703684.37
1,Animal & Animal Products,Myanmar,2014,Others,18298994.35
1,Animal & Animal Products,Myanmar,2014,Thailand,13121544.99
1,Animal & Animal Products,Myanmar,2014,New Zealand,12658868.14
1,Animal & Animal Products,Myanmar,2014,China (People's Republic of),6321399.85
1,Animal & Animal Products,Myanmar,2014,Australia,4658500.79
1,Animal & Animal Products,Myanmar,2015,Singapore,79602112.52
1,Animal & Animal Products,Myanmar,2015,New Zealand,16270651.11
1,Animal & Animal Products,Myanmar,2015,Others,11983800.38
1,Animal & Animal Products,Myanmar,2015,Thailand,7805915.48
1,Animal & Animal Products,Myanmar,2015,Malaysia,6248394.41
1,Animal & Animal Products,Myanmar,2015,China (People's Republic of),6097364.38
1,Animal & Animal Products,Myanmar,2016,Singapore,56055570.31
1,Animal & Animal Products,Myanmar,2016,Others,23321552.69
1,Animal & Animal Products,Myanmar,2016,New Zealand,16482620.94
1,Animal & Animal Products,Myanmar,2016,Malaysia,13701188.23
1,Animal & Animal Products,Myanmar,2016,Thailand,9525469.57
1,Animal & Animal Products,Myanmar,2016,China (People's Republic of),6483389.26
1,Animal & Animal Products,Myanmar,2017,Others,46124915.61
1,Animal & Animal Products,Myanmar,2017,New Zealand,29411063.75
1,Animal & Animal Products,Myanmar,2017,China (People's Republic of),14422342.43
1,Animal & Animal Products,Myanmar,2017,Malaysia,11911103.97
1,Animal & Animal Products,Myanmar,2017,India,9054129.15
1,Animal & Animal Products,Myanmar,2017,Thailand,8324612
1,Animal & Animal Products,Thailand,2008,Others,1110806404
1,Animal & Animal Products,Thailand,2008,Countries and territories not specified,841995933.8
1,Animal & Animal Products,Thailand,2008,United states,272427452.4
1,Animal & Animal Products,Thailand,2008,New Zealand,254970237.2
1,Animal & Animal Products,Thailand,2008,Indonesia,239417105
1,Animal & Animal Products,Thailand,2008,Japan,218635556
1,Animal & Animal Products,Thailand,2009,Others,1303864440
1,Animal & Animal Products,Thailand,2009,United states,255000503
1,Animal & Animal Products,Thailand,2009,Countries and territories not specified,235589287
1,Animal & Animal Products,Thailand,2009,Indonesia,191761098
1,Animal & Animal Products,Thailand,2009,New Zealand,149107450
1,Animal & Animal Products,Thailand,2009,Korea; Republic of,147546842
1,Animal & Animal Products,Thailand,2010,Others,1473371630
1,Animal & Animal Products,Thailand,2010,Taiwan,296677921.7
1,Animal & Animal Products,Thailand,2010,United states,294359750.2
1,Animal & Animal Products,Thailand,2010,New Zealand,268395680.8
1,Animal & Animal Products,Thailand,2010,Indonesia,206459892.8
1,Animal & Animal Products,Thailand,2010,Japan,160923603.8
1,Animal & Animal Products,Thailand,2011,Others,2083573008
1,Animal & Animal Products,Thailand,2011,United states,364964357.2
1,Animal & Animal Products,Thailand,2011,New Zealand,328615604.6
1,Animal & Animal Products,Thailand,2011,Taiwan,287026809.9
1,Animal & Animal Products,Thailand,2011,Indonesia,231490286.4
1,Animal & Animal Products,Thailand,2011,Korea; Republic of,171951554
1,Animal & Animal Products,Thailand,2012,Others,2312591474
1,Animal & Animal Products,Thailand,2012,Taiwan,375945349.1
1,Animal & Animal Products,Thailand,2012,United states,330575268.4
1,Animal & Animal Products,Thailand,2012,New Zealand,302569812.1
1,Animal & Animal Products,Thailand,2012,Indonesia,278426552.7
1,Animal & Animal Products,Thailand,2012,China (People's Republic of),204875523.3
1,Animal & Animal Products,Thailand,2013,Others,2347096396
1,Animal & Animal Products,Thailand,2013,United states,430558056.7
1,Animal & Animal Products,Thailand,2013,Taiwan,321594037.5
1,Animal & Animal Products,Thailand,2013,New Zealand,317430115.3
1,Animal & Animal Products,Thailand,2013,Indonesia,260220301.9
1,Animal & Animal Products,Thailand,2013,China (People's Republic of),247631753.7
1,Animal & Animal Products,Thailand,2014,Others,2136638230
1,Animal & Animal Products,Thailand,2014,New Zealand,426284638.5
1,Animal & Animal Products,Thailand,2014,United states,363679559.8
1,Animal & Animal Products,Thailand,2014,China (People's Republic of),335951707.7
1,Animal & Animal Products,Thailand,2014,Taiwan,247941683
1,Animal & Animal Products,Thailand,2014,Indonesia,234925564.9
1,Animal & Animal Products,Thailand,2015,Others,2011582276
1,Animal & Animal Products,Thailand,2015,China (People's Republic of),354137489.7
1,Animal & Animal Products,Thailand,2015,New Zealand,315989442.2
1,Animal & Animal Products,Thailand,2015,United states,260917940.8
1,Animal & Animal Products,Thailand,2015,Taiwan,200284636.4
1,Animal & Animal Products,Thailand,2015,Vietnam,185140005.1
1,Animal & Animal Products,Thailand,2016,Others,2208920632
1,Animal & Animal Products,Thailand,2016,China (People's Republic of),391700805
1,Animal & Animal Products,Thailand,2016,New Zealand,266513493.7
1,Animal & Animal Products,Thailand,2016,Taiwan,246737172.5
1,Animal & Animal Products,Thailand,2016,United states,241661166.2
1,Animal & Animal Products,Thailand,2016,Vietnam,199936449.6
1,Animal & Animal Products,Thailand,2017,Others,2681602859
1,Animal & Animal Products,Thailand,2017,China (People's Republic of),352937560.7
1,Animal & Animal Products,Thailand,2017,New Zealand,322369094.7
1,Animal & Animal Products,Thailand,2017,United states,282254601.3
1,Animal & Animal Products,Thailand,2017,India,268760394.5
1,Animal & Animal Products,Thailand,2017,Taiwan,251664971.7
1,Animal & Animal Products,Vietnam,2008,Others,178996224.7
1,Animal & Animal Products,Vietnam,2008,United states,172528486.5
1,Animal & Animal Products,Vietnam,2008,Netherlands,93223274.28
1,Animal & Animal Products,Vietnam,2008,Thailand,55925447.28
1,Animal & Animal Products,Vietnam,2008,Japan,54237841.98
1,Animal & Animal Products,Vietnam,2008,Malaysia,37041030.85
1,Animal & Animal Products,Vietnam,2009,Others,174239769.6
1,Animal & Animal Products,Vietnam,2009,United states,115135866.4
1,Animal & Animal Products,Vietnam,2009,Thailand,50975915.38
1,Animal & Animal Products,Vietnam,2009,Poland,31629765.52
1,Animal & Animal Products,Vietnam,2009,Ireland,28130049.85
1,Animal & Animal Products,Vietnam,2009,Japan,25104726.55
1,Animal & Animal Products,Vietnam,2010,Others,441605840.6
1,Animal & Animal Products,Vietnam,2010,United states,242034105.9
1,Animal & Animal Products,Vietnam,2010,New Zealand,198830454.9
1,Animal & Animal Products,Vietnam,2010,Taiwan,61824767.08
1,Animal & Animal Products,Vietnam,2010,Thailand,56946127.75
1,Animal & Animal Products,Vietnam,2010,Poland,40339396.67
1,Animal & Animal Products,Vietnam,2011,Others,657000019.6
1,Animal & Animal Products,Vietnam,2011,United states,287451996.2
1,Animal & Animal Products,Vietnam,2011,New Zealand,224876990.1
1,Animal & Animal Products,Vietnam,2011,India,110227621
1,Animal & Animal Products,Vietnam,2011,Taiwan,76341041.77
1,Animal & Animal Products,Vietnam,2011,Korea; Republic of,63423363.66
1,Animal & Animal Products,Vietnam,2012,Others,780897835.7
1,Animal & Animal Products,Vietnam,2012,New Zealand,238934595.5
1,Animal & Animal Products,Vietnam,2012,United states,214928766.5
1,Animal & Animal Products,Vietnam,2012,India,88805903.95
1,Animal & Animal Products,Vietnam,2012,Korea; Republic of,85203882.43
1,Animal & Animal Products,Vietnam,2012,Taiwan,79425422.15
1,Animal & Animal Products,Vietnam,2013,Others,788675366.9
1,Animal & Animal Products,Vietnam,2013,United states,307969694.6
1,Animal & Animal Products,Vietnam,2013,New Zealand,249395930.5
1,Animal & Animal Products,Vietnam,2013,India,210856099.3
1,Animal & Animal Products,Vietnam,2013,Korea; Republic of,125692130.8
1,Animal & Animal Products,Vietnam,2013,Taiwan,112395053
1,Animal & Animal Products,Vietnam,2014,Others,1008978841
1,Animal & Animal Products,Vietnam,2014,India,418297869.7
1,Animal & Animal Products,Vietnam,2014,United states,356466992.1
1,Animal & Animal Products,Vietnam,2014,Australia,299261731.9
1,Animal & Animal Products,Vietnam,2014,New Zealand,262715765.1
1,Animal & Animal Products,Vietnam,2014,China (People's Republic of),176174795.5
1,Animal & Animal Products,Vietnam,2015,Others,948361001.9
1,Animal & Animal Products,Vietnam,2015,Australia,472043432.3
1,Animal & Animal Products,Vietnam,2015,India,410751816.6
1,Animal & Animal Products,Vietnam,2015,United states,281490182.1
1,Animal & Animal Products,Vietnam,2015,New Zealand,231966882
1,Animal & Animal Products,Vietnam,2015,China (People's Republic of),125722464.4
1,Animal & Animal Products,Vietnam,2016,Others,1103554798
1,Animal & Animal Products,Vietnam,2016,India,382519366.3
1,Animal & Animal Products,Vietnam,2016,Australia,378355554.7
1,Animal & Animal Products,Vietnam,2016,United states,224723501.2
1,Animal & Animal Products,Vietnam,2016,New Zealand,193615607.7
1,Animal & Animal Products,Vietnam,2016,China (People's Republic of),136601349.9
1,Animal & Animal Products,Vietnam,2017,Others,1214696666
1,Animal & Animal Products,Vietnam,2017,India,445260466.8
1,Animal & Animal Products,Vietnam,2017,Australia,332870110.3
1,Animal & Animal Products,Vietnam,2017,United states,290580317.1
1,Animal & Animal Products,Vietnam,2017,New Zealand,241664092.2
1,Animal & Animal Products,Vietnam,2017,China (People's Republic of),213473983.6
2,Vegetable Products,Cambodia,2008,Others,13988729.12
2,Vegetable Products,Cambodia,2008,United states,7966354.47
2,Vegetable Products,Cambodia,2008,Thailand,7214199.45
2,Vegetable Products,Cambodia,2008,Australia,5275310.99
2,Vegetable Products,Cambodia,2008,Vietnam,4972851.4
2,Vegetable Products,Cambodia,2008,China (People's Republic of),4830302.28
2,Vegetable Products,Cambodia,2009,Others,16421387.63
2,Vegetable Products,Cambodia,2009,Thailand,6988064.63
2,Vegetable Products,Cambodia,2009,Australia,5782932.91
2,Vegetable Products,Cambodia,2009,Vietnam,5629428.95
2,Vegetable Products,Cambodia,2009,China (People's Republic of),3532287.53
2,Vegetable Products,Cambodia,2009,Malaysia,3343303.15
2,Vegetable Products,Cambodia,2010,Others,17323159.35
2,Vegetable Products,Cambodia,2010,Vietnam,7594971.88
2,Vegetable Products,Cambodia,2010,Australia,6342169.47
2,Vegetable Products,Cambodia,2010,United states,5309751.08
2,Vegetable Products,Cambodia,2010,China (People's Republic of),4763393.72
2,Vegetable Products,Cambodia,2010,Thailand,4693750.19
2,Vegetable Products,Cambodia,2011,Others,21903826.91
2,Vegetable Products,Cambodia,2011,Vietnam,11150988.24
2,Vegetable Products,Cambodia,2011,Australia,6931294.85
2,Vegetable Products,Cambodia,2011,Malaysia,5863583.3
2,Vegetable Products,Cambodia,2011,Thailand,5825168.86
2,Vegetable Products,Cambodia,2011,United states,5441392.94
2,Vegetable Products,Cambodia,2012,Vietnam,25366943.17
2,Vegetable Products,Cambodia,2012,Others,25291586.07
2,Vegetable Products,Cambodia,2012,Australia,11910692.45
2,Vegetable Products,Cambodia,2012,China (People's Republic of),10240816.88
2,Vegetable Products,Cambodia,2012,Thailand,6764840.11
2,Vegetable Products,Cambodia,2012,Malaysia,5803555.38
2,Vegetable Products,Cambodia,2013,Others,25342326.91
2,Vegetable Products,Cambodia,2013,Vietnam,20433397.45
2,Vegetable Products,Cambodia,2013,China (People's Republic of),17442094.2
2,Vegetable Products,Cambodia,2013,Australia,12596573.76
2,Vegetable Products,Cambodia,2013,Thailand,8903750.44
2,Vegetable Products,Cambodia,2013,India,5527783.51
2,Vegetable Products,Cambodia,2014,Others,39744859.66
2,Vegetable Products,Cambodia,2014,China (People's Republic of),23798333.13
2,Vegetable Products,Cambodia,2014,Australia,17750445.68
2,Vegetable Products,Cambodia,2014,United states,13142293.37
2,Vegetable Products,Cambodia,2014,Vietnam,11424014.96
2,Vegetable Products,Cambodia,2014,Germany,9737907.1
2,Vegetable Products,Cambodia,2015,Others,47029205.22
2,Vegetable Products,Cambodia,2015,Vietnam,18580086.14
2,Vegetable Products,Cambodia,2015,Australia,14744628.34
2,Vegetable Products,Cambodia,2015,China (People's Republic of),10321859.85
2,Vegetable Products,Cambodia,2015,Thailand,7950100.46
2,Vegetable Products,Cambodia,2015,India,7084656.87
2,Vegetable Products,Cambodia,2016,Others,51329118.7
2,Vegetable Products,Cambodia,2016,Vietnam,18775617.69
2,Vegetable Products,Cambodia,2016,Australia,13217384.5
2,Vegetable Products,Cambodia,2016,Thailand,10514528.83
2,Vegetable Products,Cambodia,2016,China (People's Republic of),9197963.93
2,Vegetable Products,Cambodia,2016,Netherlands,8001361.8
2,Vegetable Products,Cambodia,2017,Others,11546974.66
2,Vegetable Products,Cambodia,2017,Thailand,6050829.88
2,Vegetable Products,Cambodia,2017,Vietnam,4402909.5
2,Vegetable Products,Cambodia,2017,Australia,2581677.34
2,Vegetable Products,Cambodia,2017,China (People's Republic of),1813239.02
2,Vegetable Products,Cambodia,2017,Denmark,1746407.08
2,Vegetable Products,Lao PDR,2008,Thailand,28157839.65
2,Vegetable Products,Lao PDR,2008,Vietnam,13162669.84
2,Vegetable Products,Lao PDR,2008,Japan,3925008.42
2,Vegetable Products,Lao PDR,2008,China (People's Republic of),3725112.29
2,Vegetable Products,Lao PDR,2008,Others,2764696.19
2,Vegetable Products,Lao PDR,2008,Germany,1468557.24
2,Vegetable Products,Lao PDR,2009,Thailand,35825852.35
2,Vegetable Products,Lao PDR,2009,Vietnam,15376086.5
2,Vegetable Products,Lao PDR,2009,China (People's Republic of),2126938.1
2,Vegetable Products,Lao PDR,2009,Denmark,830900.14
2,Vegetable Products,Lao PDR,2009,Poland,728752.78
2,Vegetable Products,Lao PDR,2009,Others,54381.08
2,Vegetable Products,Lao PDR,2010,Thailand,28758920.07
2,Vegetable Products,Lao PDR,2010,Vietnam,11620118.25
2,Vegetable Products,Lao PDR,2010,China (People's Republic of),4133976.14
2,Vegetable Products,Lao PDR,2010,Belgium,769716.03
2,Vegetable Products,Lao PDR,2010,Germany,442594.11
2,Vegetable Products,Lao PDR,2010,Others,272703.16
2,Vegetable Products,Lao PDR,2011,Thailand,28134669.37
2,Vegetable Products,Lao PDR,2011,Vietnam,11808517.37
2,Vegetable Products,Lao PDR,2011,China (People's Republic of),6380076.96
2,Vegetable Products,Lao PDR,2011,United Kingdom,4703913.39
2,Vegetable Products,Lao PDR,2011,Germany,3213706.22
2,Vegetable Products,Lao PDR,2011,Others,1302606.8
2,Vegetable Products,Lao PDR,2012,Thailand,25685533.69
2,Vegetable Products,Lao PDR,2012,Belgium,16584878.5
2,Vegetable Products,Lao PDR,2012,China (People's Republic of),5028099.76
2,Vegetable Products,Lao PDR,2012,Vietnam,4934303.93
2,Vegetable Products,Lao PDR,2012,Japan,322171.35
2,Vegetable Products,Lao PDR,2012,Others,206399.65
2,Vegetable Products,Lao PDR,2013,Thailand,13180280
2,Vegetable Products,Lao PDR,2013,China (People's Republic of),12377068
2,Vegetable Products,Lao PDR,2013,Vietnam,7475221
2,Vegetable Products,Lao PDR,2013,Belgium,4342088
2,Vegetable Products,Lao PDR,2013,Others,2163195
2,Vegetable Products,Lao PDR,2013,Denmark,1839229
2,Vegetable Products,Lao PDR,2014,China (People's Republic of),19527357.59
2,Vegetable Products,Lao PDR,2014,Thailand,14338118.59
2,Vegetable Products,Lao PDR,2014,Vietnam,6442753.72
2,Vegetable Products,Lao PDR,2014,Germany,1797675.4
2,Vegetable Products,Lao PDR,2014,Others,1649065.43
2,Vegetable Products,Lao PDR,2014,Australia,880328.47
2,Vegetable Products,Lao PDR,2015,Thailand,11895329.97
2,Vegetable Products,Lao PDR,2015,China (People's Republic of),10628708.27
2,Vegetable Products,Lao PDR,2015,Vietnam,6611446.24
2,Vegetable Products,Lao PDR,2015,Germany,5926278.42
2,Vegetable Products,Lao PDR,2015,United states,2042365.69
2,Vegetable Products,Lao PDR,2015,Others,1279509.69
2,Vegetable Products,Lao PDR,2016,Thailand,99362180.8
2,Vegetable Products,Lao PDR,2016,Vietnam,14130972.2
2,Vegetable Products,Lao PDR,2016,China (People's Republic of),7995737
2,Vegetable Products,Lao PDR,2016,Germany,3222264
2,Vegetable Products,Lao PDR,2016,United states,2044051.5
2,Vegetable Products,Lao PDR,2016,Others,2028083
2,Vegetable Products,Lao PDR,2017,Thailand,89569020
2,Vegetable Products,Lao PDR,2017,Vietnam,16973077
2,Vegetable Products,Lao PDR,2017,China (People's Republic of),13160056
2,Vegetable Products,Lao PDR,2017,United states,2476625
2,Vegetable Products,Lao PDR,2017,Germany,1629168
2,Vegetable Products,Lao PDR,2017,Others,755549
2,Vegetable Products,Myanmar,2008,Indonesia,132444403
2,Vegetable Products,Myanmar,2008,Singapore,103363797.3
2,Vegetable Products,Myanmar,2008,Malaysia,46514367.64
2,Vegetable Products,Myanmar,2008,Australia,10928377.9
2,Vegetable Products,Myanmar,2008,Others,4691676.16
2,Vegetable Products,Myanmar,2008,China (People's Republic of),3642622.74
2,Vegetable Products,Myanmar,2009,Malaysia,51647999.94
2,Vegetable Products,Myanmar,2009,Singapore,33905429.21
2,Vegetable Products,Myanmar,2009,Australia,32956206.16
2,Vegetable Products,Myanmar,2009,Indonesia,31615205.62
2,Vegetable Products,Myanmar,2009,Others,13639646.98
2,Vegetable Products,Myanmar,2009,United states,8646054.05
2,Vegetable Products,Myanmar,2010,Indonesia,66749241.78
2,Vegetable Products,Myanmar,2010,Australia,59873123.46
2,Vegetable Products,Myanmar,2010,Malaysia,54612564.16
2,Vegetable Products,Myanmar,2010,Singapore,53769025.87
2,Vegetable Products,Myanmar,2010,Others,8818675.63
2,Vegetable Products,Myanmar,2010,India,2789715.54
2,Vegetable Products,Myanmar,2011,Indonesia,234698585.8
2,Vegetable Products,Myanmar,2011,Malaysia,181067210.6
2,Vegetable Products,Myanmar,2011,Singapore,48111095.06
2,Vegetable Products,Myanmar,2011,Australia,43746548.77
2,Vegetable Products,Myanmar,2011,Thailand,27351051.28
2,Vegetable Products,Myanmar,2011,Others,23902902.2
2,Vegetable Products,Myanmar,2012,Malaysia,181222139.3
2,Vegetable Products,Myanmar,2012,Indonesia,113808376.3
2,Vegetable Products,Myanmar,2012,Australia,59968069.81
2,Vegetable Products,Myanmar,2012,Singapore,53061686.43
2,Vegetable Products,Myanmar,2012,China (People's Republic of),44437228.07
