"Reporter","Partner","HS2_Code","Commodity","Value","Growth","Growth4Graph","AverageGrowth","RCA","RCA4Graph","Quadrant","x","y","GrowthRCA_ImportHS2_Group_Code","GrowthRCA_ImportHS2_Description","ProductGroup_Group_Code","ProductGroup_Description"
"Cambodia","Viet Nam","28","Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",776990.90,"-75.9290608413279",-75.92,-69.38,1.06,1.06,"COW",2,-1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Cambodia","Viet Nam","29","Organic chemicals",740788.05,"-81.8127530757689",-81.81,-69.38,0.69,0.69,"DOG",-1,-1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Cambodia","Viet Nam","30","Pharmaceutical products",2780087.79,"-66.8141138659702",-66.81,-69.38,0.55,0.55,"INTRO",-1,2,"6","Plastics / Rubbers",6.00,"Chemicals"
"Cambodia","Viet Nam","31","Fertilizers",17622406.77,"-72.6398890083395",-72.63,-69.38,4.93,4.93,"COW",1,-1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Cambodia","Viet Nam","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",875965.22,"-79.2133166678896",-79.21,-69.38,0.58,0.58,"DOG",-1,-1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Cambodia","Viet Nam","33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations",253329.60,"-86.4971266385925",-86.49,-69.38,0.20,0.20,"DOG",-1,-1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Cambodia","Viet Nam","34","Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",3096124.98,"-76.2125941422247",-76.21,-69.38,1.82,1.82,"COW",2,-1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Cambodia","Viet Nam","35","Albuminoidal substances; modified starches; glues; enzymes",2316023.33,"-74.9316866388269",-74.93,-69.38,2.42,2.42,"COW",1,-1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Cambodia","Viet Nam","36","Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations",126083.47,"-57.9109216249689",-57.91,-69.38,4.61,4.61,"STAR",2,1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Cambodia","Viet Nam","37","Photographic or cinematographic goods",858.74,"-98.9199070461494",-98.91,-69.38,0.01,0.01,"DOG",-1,-1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Cambodia","Viet Nam","38","Chemical products n.e.c.",4750976.81,"-74.179875614218",-74.17,-69.38,2.10,2.10,"COW",1,-1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Cambodia","Viet Nam","39","Plastics and articles thereof",11109965.47,"-71.1737615709108",-71.17,-69.38,0.82,0.82,"DOG",-1,-2,"7","Raw Hides, Skins, Leather, & Furs",7.00,"Plastic or Rubber"
"Cambodia","Viet Nam","40","Rubber and articles thereof",4705582.65,"-74.0374383825176",-74.03,-69.38,1.05,1.05,"COW",1,-1,"7","Raw Hides, Skins, Leather, & Furs",7.00,"Plastic or Rubber"
"Cambodia","Viet Nam","41","Raw hides and skins (other than furskins) and leather",8378888.43,"-60.0700445365468",-60.07,-69.38,2.13,2.13,"STAR",1,1,"8","Wood & Wood Products",8.00,"Hides and Skins"
"Cambodia","Viet Nam","42","Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",222147.79,"-79.8305231384243",-79.83,-69.38,0.45,0.45,"DOG",-2,-1,"8","Wood & Wood Products",8.00,"Hides and Skins"
"Cambodia","Viet Nam","43","Furskins and artificial fur; manufactures thereof",52206.34,"42.892795245806",42.89,-69.38,6.87011650194469e-03,6.87011650194469e-03,"INTRO",-1,2,"8","Wood & Wood Products",8.00,"Hides and Skins"
"Cambodia","Viet Nam","44","Wood and articles of wood; wood charcoal",2135410.99,"-76.360267191194",-76.36,-69.38,0.67,0.67,"DOG",-1,-1,"9","Textiles",9.00,"Wood"
"Cambodia","Viet Nam","46","Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",8877.70,"-67.1198001195549",-67.11,-69.38,1.89,1.89,"STAR",1,1,"9","Textiles",9.00,"Wood"
"Cambodia","Viet Nam","47","Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard",28590.30,"Infinity",100.00,-69.38,8.75,8.75,"STAR",1,1,"9","Textiles",9.00,"Wood"
"Cambodia","Viet Nam","48","Paper and paperboard; articles of paper pulp, of paper or paperboard",11296477.08,"-68.0104604231108",-68.01,-69.38,1.40,1.40,"STAR",1,1,"9","Textiles",9.00,"Wood"
"Cambodia","Viet Nam","49","Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1022755.82,"-72.4735183632938",-72.47,-69.38,0.99,0.99,"DOG",-2,-1,"9","Textiles",9.00,"Wood"
"Cambodia","Viet Nam","52","Cotton",6772266.66,"-73.9790287006252",-73.97,-69.38,0.56,0.56,"DOG",-2,-1,"10","Footwear / Headgear",10.00,"Textiles and Clothing"
"Cambodia","Viet Nam","54","Man-made filaments; strip and the like of man-made textile materials",1493221.49,"-84.9641662077465",-84.96,-69.38,0.56,0.56,"DOG",-2,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Cambodia","Viet Nam","55","Man-made staple fibres",9162311.03,"-71.5572009223518",-71.55,-69.38,0.33,0.33,"DOG",-2,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Cambodia","Viet Nam","56","Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",1081064.12,"-75.296541714114",-75.29,-69.38,0.76,0.76,"DOG",-1,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Cambodia","Viet Nam","57","Carpets and other textile floor coverings",8441.89,"-95.0843136786781",-95.08,-69.38,0.17,0.17,"DOG",-1,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Cambodia","Viet Nam","58","Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",1423530.79,"-72.8439801288773",-72.84,-69.38,0.28,0.28,"DOG",-2,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Cambodia","Viet Nam","59","Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",2797324.32,"-42.0027735466055",-42.00,-69.38,0.68,0.68,"INTRO",-1,1,"9","Textiles",10.00,"Textiles and Clothing"
"Cambodia","Viet Nam","60","Fabrics; knitted or crocheted",60297571.48,"-70.0063426465801",-70.00,-69.38,1.03,1.03,"COW",1,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Cambodia","Viet Nam","61","Apparel and clothing accessories; knitted or crocheted",1798559.57,"-60.4117089486354",-60.41,-69.38,2.77,2.77,"STAR",1,1,"9","Textiles",10.00,"Textiles and Clothing"
"Cambodia","Viet Nam","62","Apparel and clothing accessories; not knitted or crocheted",318898.18,"-92.2520687890089",-92.25,-69.38,0.23,0.23,"DOG",-2,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Cambodia","Viet Nam","63","Textiles, made up articles; sets; worn clothing and worn textile articles; rags",770690.52,"-80.8974756418626",-80.89,-69.38,0.30,0.30,"DOG",-1,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Cambodia","Viet Nam","64","Footwear; gaiters and the like; parts of such articles",13874069.34,"-72.207870085816",-72.20,-69.38,4.43,4.43,"COW",1,-1,"10","Footwear / Headgear",11.00,"Footwear"
"Cambodia","Viet Nam","65","Headgear and parts thereof",43460.73,"-79.8547769820821",-79.85,-69.38,0.71,0.71,"DOG",-1,-1,"10","Footwear / Headgear",11.00,"Footwear"
"Cambodia","Viet Nam","68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",417444.15,"-95.2530557635169",-95.25,-69.38,0.28,0.28,"DOG",-1,-1,"11","Stone / Glass",12.00,"Stone and Glass"
"Cambodia","Viet Nam","69","Ceramic products",1370490.37,"-83.4219603616275",-83.42,-69.38,0.58,0.58,"DOG",-2,-1,"11","Stone / Glass",12.00,"Stone and Glass"
"Cambodia","Viet Nam","70","Glass and glassware",953557.65,"-75.7837501436983",-75.78,-69.38,0.72,0.72,"DOG",-1,-1,"11","Stone / Glass",12.00,"Stone and Glass"
"Cambodia","Viet Nam","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",89231.46,"-80.6373083473708",-80.63,-69.38,9.4792372784896e-03,9.4792372784896e-03,"DOG",-1,-1,"11","Stone / Glass",12.00,"Stone and Glass"
"Cambodia","Viet Nam","72","Iron and steel",21585726.81,"-76.9582766304795",-76.95,-69.38,3.62,3.62,"COW",1,-1,"12","Metals",13.00,"Metals"
"Cambodia","Viet Nam","73","Iron or steel articles",4384890.22,"-80.7512765807393",-80.75,-69.38,0.66,0.66,"DOG",-2,-1,"12","Metals",13.00,"Metals"
"Cambodia","Viet Nam","74","Copper and articles thereof",7158.14,"-98.0171737428191",-98.01,-69.38,0.02,0.02,"DOG",-2,-1,"12","Metals",13.00,"Metals"
"Cambodia","Viet Nam","75","Nickel and articles thereof",38087.32,"-45.5936311071482",-45.59,-69.38,3.69,3.69,"STAR",1,1,"12","Metals",13.00,"Metals"
"Cambodia","Viet Nam","76","Aluminium and articles thereof",8092345.07,"-66.2714800482236",-66.27,-69.38,1.45,1.45,"STAR",1,1,"12","Metals",13.00,"Metals"
"Cambodia","Viet Nam","79","Zinc and articles thereof",674653.85,"-80.4564702303379",-80.45,-69.38,5.39,5.39,"COW",1,-1,"12","Metals",13.00,"Metals"
"Cambodia","Viet Nam","82","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",86421.58,"-92.2509743894275",-92.25,-69.38,0.15,0.15,"DOG",-2,-1,"12","Metals",13.00,"Metals"
"Cambodia","Viet Nam","83","Metal; miscellaneous products of base metal",670440.15,"-84.0643826653418",-84.06,-69.38,0.40,0.40,"DOG",-2,-1,"12","Metals",13.00,"Metals"
"Cambodia","Viet Nam","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",4723190.69,"-69.7447010668787",-69.74,-69.38,0.19,0.19,"DOG",-2,-1,"13","Machinery / Electrical",14.00,"Machinery/Electrical"
"Cambodia","Viet Nam","85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",11318767.90,"-83.0652649343475",-83.06,-69.38,0.60,0.60,"DOG",-1,-1,"13","Machinery / Electrical",14.00,"Machinery/Electrical"
"Cambodia","Viet Nam","86","Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",2096.49,"-78.1308089500861",-78.13,-69.38,0.47,0.47,"DOG",-1,-1,"14","Transportation",15.00,"Transportation"
"Cambodia","Viet Nam","87","Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11482915.68,"-74.2604364198431",-74.26,-69.38,0.32,0.32,"DOG",-1,-1,"14","Transportation",15.00,"Transportation"
"Cambodia","Viet Nam","89","Ships, boats and floating structures",584746.14,"-84.2283399734775",-84.22,-69.38,7.82,7.82,"COW",1,-1,"14","Transportation",15.00,"Transportation"
"Cambodia","Viet Nam","90","Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",990224.70,"-89.1211665267382",-89.12,-69.38,0.56,0.56,"DOG",-2,-1,"15","Miscellaneous",16.00,"Miscellaneous"
"Cambodia","Viet Nam","91","Clocks and watches and parts thereof",302387.30,"-81.1592092683985",-81.15,-69.38,4.17,4.17,"COW",1,-1,"15","Miscellaneous",16.00,"Miscellaneous"
"Cambodia","Viet Nam","94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",2477181.21,"-89.926500236763",-89.92,-69.38,1.32,1.32,"COW",1,-1,"15","Miscellaneous",16.00,"Miscellaneous"
"Cambodia","Viet Nam","95","Toys, games and sports requisites; parts and accessories thereof",30177.30,"-99.2323915235297",-99.23,-69.38,0.03,0.03,"DOG",-1,-1,"15","Miscellaneous",16.00,"Miscellaneous"
"Cambodia","Viet Nam","96","Miscellaneous manufactured articles",2345162.42,"-77.2703908360191",-77.27,-69.38,0.52,0.52,"DOG",-1,-1,"15","Miscellaneous",16.00,"Miscellaneous"
"Cambodia","Viet Nam","99","Other products",2679.07,"-97.4660884190025",-97.46,-69.38,0.05,0.05,"DOG",-2,-1,"15","Miscellaneous",16.00,"Miscellaneous"
"Lao PDR","Cambodia","01","Animals; live",329000.00,"-46.9525959367946",-46.95,52.90,55.29,10.00,"COW",1,-1,"1","Animal & Animal Products",1.00,"Animal"
"Lao PDR","Cambodia","25","Salt; sulphur; earths, stone; plastering materials, lime and cement",3154.00,"-82.0968382812056",-82.09,52.90,0.28,0.28,"DOG",-1,-1,"4","Mineral Products",4.00,"Minerals"
"Lao PDR","Cambodia","30","Pharmaceutical products",3290.00,"-91.2313432835821",-91.23,52.90,1.11,1.11,"COW",1,-1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Lao PDR","Cambodia","33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations",1200.00,"5.9135039717564",5.91,52.90,0.37,0.37,"DOG",-1,-1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Lao PDR","Cambodia","38","Chemical products n.e.c.",1629.00,"Infinity",100.00,52.90,0.65,0.65,"INTRO",-1,1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Lao PDR","Cambodia","39","Plastics and articles thereof",286.00,"Infinity",100.00,52.90,0.01,0.01,"INTRO",-1,1,"7","Raw Hides, Skins, Leather, & Furs",7.00,"Plastic or Rubber"
"Lao PDR","Cambodia","48","Paper and paperboard; articles of paper pulp, of paper or paperboard",1688.00,"224.615384615385",100.00,52.90,0.16,0.16,"INTRO",-1,1,"9","Textiles",9.00,"Wood"
"Lao PDR","Cambodia","52","Cotton",97223.00,"142.717695226683",100.00,52.90,26.20,10.00,"STAR",1,1,"10","Footwear / Headgear",10.00,"Textiles and Clothing"
"Lao PDR","Cambodia","62","Apparel and clothing accessories; not knitted or crocheted",621.00,"Infinity",100.00,52.90,0.40,0.40,"INTRO",-1,1,"9","Textiles",10.00,"Textiles and Clothing"
"Lao PDR","Cambodia","63","Textiles, made up articles; sets; worn clothing and worn textile articles; rags",7195.00,"79.875",79.87,52.90,3.93,3.93,"STAR",1,1,"9","Textiles",10.00,"Textiles and Clothing"
"Lao PDR","Cambodia","73","Iron or steel articles",116896.00,"Infinity",100.00,52.90,3.30,3.30,"STAR",1,1,"12","Metals",13.00,"Metals"
"Lao PDR","Cambodia","82","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",700.00,"Infinity",100.00,52.90,0.76,0.76,"INTRO",-1,1,"12","Metals",13.00,"Metals"
"Lao PDR","Cambodia","83","Metal; miscellaneous products of base metal",3824.00,"Infinity",100.00,52.90,2.05,2.05,"STAR",1,1,"12","Metals",13.00,"Metals"
"Lao PDR","Cambodia","85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",69234.00,"200.965049556599",100.00,52.90,0.63,0.63,"INTRO",-1,1,"13","Machinery / Electrical",14.00,"Machinery/Electrical"
"Lao PDR","Cambodia","87","Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15840.00,"-66.1827497865073",-66.18,52.90,0.18,0.18,"DOG",-1,-1,"14","Transportation",15.00,"Transportation"
"Lao PDR","Cambodia","90","Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",4071.00,"Infinity",100.00,52.90,0.52,0.52,"INTRO",-1,1,"15","Miscellaneous",16.00,"Miscellaneous"
"Lao PDR","Cambodia","96","Miscellaneous manufactured articles",53.00,"Infinity",100.00,52.90,0.04,0.04,"INTRO",-1,1,"15","Miscellaneous",16.00,"Miscellaneous"
"Lao PDR","Myanmar","25","Salt; sulphur; earths, stone; plastering materials, lime and cement",6120.00,"146.476037051953",100.00,100.00,4.69,4.69,"STAR",1,1,"4","Mineral Products",4.00,"Minerals"
"Lao PDR","Myanmar","30","Pharmaceutical products",37255.00,"Infinity",100.00,100.00,108.59,10.00,"STAR",1,1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Lao PDR","Myanmar","49","Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",545.00,"Infinity",100.00,100.00,14.83,10.00,"STAR",1,1,"9","Textiles",9.00,"Wood"
"Lao PDR","Myanmar","52","Cotton",300.00,"Infinity",100.00,100.00,0.69,0.69,"INTRO",-1,1,"10","Footwear / Headgear",10.00,"Textiles and Clothing"
"Lao PDR","Myanmar","55","Man-made staple fibres",1204.00,"Infinity",100.00,100.00,1.78,1.78,"STAR",1,1,"9","Textiles",10.00,"Textiles and Clothing"
"Lao PDR","Myanmar","63","Textiles, made up articles; sets; worn clothing and worn textile articles; rags",2365.00,"Infinity",100.00,100.00,11.12,10.00,"STAR",2,1,"9","Textiles",10.00,"Textiles and Clothing"
"Lao PDR","Myanmar","69","Ceramic products",1455.00,"Infinity",100.00,100.00,1.89,1.89,"STAR",1,1,"11","Stone / Glass",12.00,"Stone and Glass"
"Lao PDR","Myanmar","85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",5423.00,"Infinity",100.00,100.00,0.42,0.42,"INTRO",-1,2,"13","Machinery / Electrical",14.00,"Machinery/Electrical"
"Lao PDR","Myanmar","87","Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14464.00,"Infinity",100.00,100.00,1.44,1.44,"STAR",1,1,"14","Transportation",15.00,"Transportation"
"Lao PDR","Myanmar","94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",7154.00,"1758.18181818182",100.00,100.00,13.44,10.00,"STAR",1,1,"15","Miscellaneous",16.00,"Miscellaneous"
"Lao PDR","Thailand","01","Animals; live",36889433.00,"-15.5077364534141",-15.50,20.76,1.47,1.47,"COW",2,-1,"1","Animal & Animal Products",1.00,"Animal"
"Lao PDR","Thailand","02","Meat and edible meat offal",9176119.00,"15.5184629495953",15.51,20.76,1.15,1.15,"COW",1,-1,"1","Animal & Animal Products",1.00,"Animal"
"Lao PDR","Thailand","03","Fish and crustaceans, molluscs and other aquatic invertebrates",289952.00,"-58.2775262823151",-58.27,20.76,0.45,0.45,"DOG",-1,-1,"1","Animal & Animal Products",1.00,"Animal"
"Lao PDR","Thailand","04","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",6553780.00,"-9.37284150016905",-9.37,20.76,1.58,1.58,"COW",1,-1,"1","Animal & Animal Products",1.00,"Animal"
"Lao PDR","Thailand","05","Animal originated products; not elsewhere specified or included",25944.00,"7106.66666666667",100.00,20.76,0.05,0.05,"INTRO",-1,1,"1","Animal & Animal Products",1.00,"Animal"
"Lao PDR","Thailand","06","Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",1037145.00,"25.6415971817575",25.64,20.76,0.37,0.37,"INTRO",-1,1,"2","Vegetable Products",2.00,"Vegetable"
"Lao PDR","Thailand","07","Vegetables and certain roots and tubers; edible",1770339.00,"254.793850134916",100.00,20.76,0.29,0.29,"INTRO",-1,1,"2","Vegetable Products",2.00,"Vegetable"
"Lao PDR","Thailand","08","Fruit and nuts, edible; peel of citrus fruit or melons",34766735.00,"174.369638310239",100.00,20.76,1.72,1.72,"STAR",1,1,"2","Vegetable Products",2.00,"Vegetable"
"Lao PDR","Thailand","09","Coffee, tea, mate and spices",468826.00,"208.499045864315",100.00,20.76,0.62,0.62,"INTRO",-1,1,"2","Vegetable Products",2.00,"Vegetable"
"Lao PDR","Thailand","10","Cereals",44245547.00,"-43.2135120523002",-43.21,20.76,1.62,1.62,"COW",1,-1,"2","Vegetable Products",2.00,"Vegetable"
"Lao PDR","Thailand","11","Products of the milling industry; malt, starches, inulin, wheat gluten",4607046.00,"-7.99445695603489",-7.99,20.76,0.45,0.45,"DOG",-1,-1,"2","Vegetable Products",2.00,"Vegetable"
"Lao PDR","Thailand","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",266829.00,"-46.8309255753711",-46.83,20.76,0.18,0.18,"DOG",-1,-1,"2","Vegetable Products",2.00,"Vegetable"
"Lao PDR","Thailand","13","Lac; gums, resins and other vegetable saps and extracts",120.00,"-98.9053092501368",-98.90,20.76,8.27222069883723e-04,8.27222069883723e-04,"DOG",-1,-1,"2","Vegetable Products",2.00,"Vegetable"
"Lao PDR","Thailand","14","Vegetable plaiting materials; vegetable products not elsewhere specified or included",1248.00,"200.722891566265",100.00,20.76,1.73,1.73,"STAR",1,1,"2","Vegetable Products",2.00,"Vegetable"
"Lao PDR","Thailand","15","Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",2405185.00,"35.2708668086573",35.27,20.76,0.75,0.75,"INTRO",-1,1,"2","Vegetable Products",2.00,"Vegetable"
"Lao PDR","Thailand","16","Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",2014349.00,"36.3824954214159",36.38,20.76,1.17,1.17,"STAR",1,1,"3","Foodstuffs",3.00,"Food Products"
"Lao PDR","Thailand","17","Sugars and sugar confectionery",75065087.00,"68.264722770713",68.26,20.76,1.72,1.72,"STAR",1,1,"3","Foodstuffs",3.00,"Food Products"
"Lao PDR","Thailand","18","Cocoa and cocoa preparations",144451.00,"-32.0204995952789",-32.02,20.76,0.58,0.58,"DOG",-1,-1,"3","Foodstuffs",3.00,"Food Products"
"Lao PDR","Thailand","19","Preparations of cereals, flour, starch or milk; pastrycooks' products",9349728.00,"18.4135516664121",18.41,20.76,1.39,1.39,"COW",1,-1,"3","Foodstuffs",3.00,"Food Products"
