Date,Rate,Country
1/18/2017,99.96,Cambodia
1/18/2017,99.96,Lao PDR
1/18/2017,100,Myanmar
1/18/2017,99.03,Vietnam
1/18/2017,98.91,Thailand
1/19/2017,99.81,Cambodia
1/19/2017,100.16,Lao PDR
1/19/2017,100.18,Myanmar
1/19/2017,99,Vietnam
1/19/2017,98.77,Thailand
1/20/2017,99.71,Cambodia
1/20/2017,100.18,Lao PDR
1/20/2017,99.52,Myanmar
1/20/2017,99.03,Vietnam
1/20/2017,98.84,Thailand
1/23/2017,99.81,Cambodia
1/23/2017,100.06,Lao PDR
1/23/2017,99.93,Myanmar
1/23/2017,98.94,Vietnam
1/23/2017,98.41,Thailand
1/24/2017,100.14,Cambodia
1/24/2017,100.06,Lao PDR
1/24/2017,99.93,Myanmar
1/24/2017,99.04,Vietnam
1/24/2017,98.38,Thailand
1/25/2017,100.1,Cambodia
1/25/2017,100.08,Lao PDR
1/25/2017,99.78,Myanmar
1/25/2017,99.12,Vietnam
1/25/2017,98.32,Thailand
1/26/2017,99.88,Cambodia
1/26/2017,100.08,Lao PDR
1/26/2017,100.29,Myanmar
1/26/2017,99.6,Vietnam
1/26/2017,98.6,Thailand
1/27/2017,99.68,Cambodia
1/27/2017,100.05,Lao PDR
1/27/2017,100.33,Myanmar
1/27/2017,99.12,Vietnam
1/27/2017,98.48,Thailand
1/30/2017,100.35,Cambodia
1/30/2017,100.1,Lao PDR
1/30/2017,99.3,Myanmar
1/30/2017,98.77,Vietnam
1/30/2017,98.32,Thailand
1/31/2017,99.68,Cambodia
1/31/2017,100.06,Lao PDR
1/31/2017,99.63,Myanmar
1/31/2017,98.73,Vietnam
1/31/2017,97.96,Thailand
2/1/2017,99.83,Cambodia
2/1/2017,99.98,Lao PDR
2/1/2017,100.04,Myanmar
2/1/2017,99.46,Vietnam
2/1/2017,98.02,Thailand
2/2/2017,99.81,Cambodia
2/2/2017,99.99,Lao PDR
2/2/2017,99.82,Myanmar
2/2/2017,99.34,Vietnam
2/2/2017,97.88,Thailand
2/3/2017,99.71,Cambodia
2/3/2017,99.99,Lao PDR
2/3/2017,100.55,Myanmar
2/3/2017,99.26,Vietnam
2/3/2017,97.77,Thailand
2/6/2017,99.81,Cambodia
2/6/2017,100.04,Lao PDR
2/6/2017,100.55,Myanmar
2/6/2017,99.11,Vietnam
2/6/2017,97.71,Thailand
2/7/2017,99.73,Cambodia
2/7/2017,99.99,Lao PDR
2/7/2017,100.59,Myanmar
2/7/2017,99.2,Vietnam
2/7/2017,97.79,Thailand
2/8/2017,100.18,Cambodia
2/8/2017,100.03,Lao PDR
2/8/2017,100.74,Myanmar
2/8/2017,99.39,Vietnam
2/8/2017,97.77,Thailand
2/9/2017,99.56,Cambodia
2/9/2017,100.04,Lao PDR
2/9/2017,101.03,Myanmar
2/9/2017,99.46,Vietnam
2/9/2017,97.96,Thailand
2/10/2017,100.42,Cambodia
