Date,Rate,Country
9/11/2017,101.34,Lao PDR
9/11/2017,99.49,Myanmar
9/11/2017,99.68,Vietnam
9/11/2017,92.46,Thailand
9/12/2017,100.12,Cambodia
9/12/2017,101.29,Lao PDR
9/12/2017,99.52,Myanmar
9/12/2017,99.7,Vietnam
9/12/2017,92.46,Thailand
9/13/2017,100.06,Cambodia
9/13/2017,101.29,Lao PDR
9/13/2017,99.56,Myanmar
9/13/2017,99.7,Vietnam
9/13/2017,92.52,Thailand
9/14/2017,100.05,Cambodia
9/14/2017,101.28,Lao PDR
9/14/2017,99.71,Myanmar
9/14/2017,99.7,Vietnam
9/14/2017,92.32,Thailand
9/15/2017,100.08,Cambodia
9/15/2017,101.4,Lao PDR
9/15/2017,99.82,Myanmar
9/15/2017,99.7,Vietnam
9/15/2017,92.43,Thailand
9/18/2017,100.23,Cambodia
9/18/2017,101.26,Lao PDR
9/18/2017,99.01,Myanmar
9/18/2017,99.7,Vietnam
9/18/2017,92.41,Thailand
9/19/2017,100.3,Cambodia
9/19/2017,101.38,Lao PDR
9/19/2017,100.22,Myanmar
9/19/2017,99.7,Vietnam
9/19/2017,92.35,Thailand
9/20/2017,100.31,Cambodia
9/20/2017,101.39,Lao PDR
9/20/2017,100.26,Myanmar
9/20/2017,99.71,Vietnam
9/20/2017,92.41,Thailand
9/21/2017,100.33,Cambodia
9/21/2017,101.4,Lao PDR
9/21/2017,100.33,Myanmar
9/21/2017,99.7,Vietnam
9/21/2017,92.43,Thailand
9/22/2017,100.33,Cambodia
9/22/2017,101.4,Lao PDR
9/22/2017,100.22,Myanmar
9/22/2017,99.7,Vietnam
9/22/2017,92.35,Thailand
9/25/2017,100.3,Cambodia
9/25/2017,101.35,Lao PDR
9/25/2017,100.29,Myanmar
9/25/2017,99.75,Vietnam
9/25/2017,92.41,Thailand
9/26/2017,100.2,Cambodia
9/26/2017,101.29,Lao PDR
9/26/2017,100.29,Myanmar
9/26/2017,99.72,Vietnam
9/26/2017,92.7,Thailand
9/27/2017,100.05,Cambodia
9/27/2017,101.38,Lao PDR
9/27/2017,100.28,Myanmar
9/27/2017,99.72,Vietnam
9/27/2017,92.96,Thailand
9/28/2017,100.08,Cambodia
9/28/2017,101.38,Lao PDR
9/28/2017,100.26,Myanmar
9/28/2017,99.7,Vietnam
9/28/2017,93.22,Thailand
9/29/2017,100.16,Cambodia
9/29/2017,101.35,Lao PDR
9/29/2017,100.37,Myanmar
9/29/2017,99.72,Vietnam
9/29/2017,93.05,Thailand
10/2/2017,100.08,Cambodia
10/2/2017,101.38,Lao PDR
10/2/2017,100.37,Myanmar
10/2/2017,99.71,Vietnam
10/2/2017,93.33,Thailand
10/3/2017,100.33,Cambodia
10/3/2017,101.35,Lao PDR
10/3/2017,100.22,Myanmar
10/3/2017,99.7,Vietnam
10/3/2017,93.16,Thailand
10/4/2017,100.05,Cambodia
10/4/2017,101.35,Lao PDR
10/4/2017,100.22,Myanmar
10/4/2017,99.7,Vietnam
10/4/2017,93.09,Thailand
10/5/2017,100.11,Cambodia
10/5/2017,101.34,Lao PDR
10/5/2017,100.22,Myanmar
10/5/2017,99.7,Vietnam
10/5/2017,93.24,Thailand
10/6/2017,100.1,Cambodia
10/6/2017,101.34,Lao PDR
10/6/2017,100.22,Myanmar
10/6/2017,99.7,Vietnam
10/6/2017,93.33,Thailand
10/9/2017,100.05,Cambodia
10/9/2017,101.34,Lao PDR
10/9/2017,99.26,Myanmar
10/9/2017,99.7,Vietnam
10/9/2017,93.19,Thailand
10/10/2017,100.07,Cambodia
10/10/2017,101.33,Lao PDR
10/10/2017,100.26,Myanmar
10/10/2017,99.72,Vietnam
10/10/2017,92.83,Thailand
10/11/2017,100.05,Cambodia
10/11/2017,101.34,Lao PDR
10/11/2017,100.33,Myanmar
10/11/2017,99.68,Vietnam
10/11/2017,92.63,Thailand
10/12/2017,99.96,Cambodia
10/12/2017,101.51,Lao PDR
10/12/2017,100.4,Myanmar
10/12/2017,99.68,Vietnam
10/12/2017,92.49,Thailand
10/13/2017,99.95,Cambodia
10/13/2017,101.46,Lao PDR
10/13/2017,99.82,Myanmar
10/13/2017,99.68,Vietnam
10/13/2017,92.29,Thailand
10/16/2017,99.84,Cambodia
10/16/2017,101.46,Lao PDR
10/16/2017,100.37,Myanmar
10/16/2017,99.67,Vietnam
10/16/2017,92.29,Thailand
10/17/2017,99.91,Cambodia
10/17/2017,101.52,Lao PDR
10/17/2017,100.39,Myanmar
10/17/2017,99.67,Vietnam
10/17/2017,92.46,Thailand
10/18/2017,99.73,Cambodia
10/18/2017,101.32,Lao PDR
10/18/2017,100.59,Myanmar
10/18/2017,99.68,Vietnam
10/18/2017,92.55,Thailand
10/19/2017,99.78,Cambodia
10/19/2017,101.63,Lao PDR
10/19/2017,100.59,Myanmar
10/19/2017,99.69,Vietnam
10/19/2017,92.41,Thailand
10/20/2017,99.73,Cambodia
10/20/2017,101.57,Lao PDR
10/20/2017,100.59,Myanmar
10/20/2017,99.67,Vietnam
10/20/2017,92.63,Thailand
10/23/2017,99.77,Cambodia
10/23/2017,101.64,Lao PDR
10/23/2017,100.63,Myanmar
10/23/2017,99.7,Vietnam
10/23/2017,92.63,Thailand
10/24/2017,99.88,Cambodia
10/24/2017,101.6,Lao PDR
10/24/2017,100.66,Myanmar
10/24/2017,99.68,Vietnam
10/24/2017,92.67,Thailand
10/25/2017,99.76,Cambodia
10/25/2017,101.64,Lao PDR
10/25/2017,100.7,Myanmar
10/25/2017,99.7,Vietnam
10/25/2017,92.66,Thailand
10/26/2017,99.9,Cambodia
10/26/2017,101.57,Lao PDR
10/26/2017,100.7,Myanmar
10/26/2017,99.7,Vietnam
10/26/2017,92.8,Thailand
10/27/2017,99.71,Cambodia
10/27/2017,101.63,Lao PDR
10/27/2017,100.74,Myanmar
10/27/2017,99.64,Vietnam
10/27/2017,92.77,Thailand
10/30/2017,99.93,Cambodia
10/30/2017,101.63,Lao PDR
10/30/2017,100.74,Myanmar
10/30/2017,99.64,Vietnam
10/30/2017,92.77,Thailand
10/31/2017,99.78,Cambodia
10/31/2017,101.63,Lao PDR
10/31/2017,100.74,Myanmar
10/31/2017,99.64,Vietnam
10/31/2017,92.77,Thailand
11/1/2017,99.73,Cambodia
11/1/2017,101.63,Lao PDR
11/1/2017,100.74,Myanmar
11/1/2017,99.65,Vietnam
11/1/2017,92.52,Thailand
11/2/2017,99.83,Cambodia
11/2/2017,101.63,Lao PDR
11/2/2017,100.74,Myanmar
11/2/2017,99.65,Vietnam
11/2/2017,92.38,Thailand
11/3/2017,99.78,Cambodia
11/3/2017,101.63,Lao PDR
11/3/2017,100.74,Myanmar
11/3/2017,99.65,Vietnam
11/3/2017,92.62,Thailand
11/6/2017,99.78,Cambodia
11/6/2017,101.63,Lao PDR
11/6/2017,100.74,Myanmar
11/6/2017,99.66,Vietnam
11/6/2017,92.41,Thailand
11/7/2017,99.74,Cambodia
11/7/2017,101.61,Lao PDR
11/7/2017,100.74,Myanmar
11/7/2017,99.65,Vietnam
11/7/2017,92.52,Thailand
11/8/2017,99.79,Cambodia
11/8/2017,101.65,Lao PDR
11/8/2017,100.74,Myanmar
11/8/2017,99.64,Vietnam
11/8/2017,92.45,Thailand
11/9/2017,99.76,Cambodia
11/9/2017,101.54,Lao PDR
11/9/2017,100.74,Myanmar
11/9/2017,99.65,Vietnam
11/9/2017,92.43,Thailand
11/10/2017,99.68,Cambodia
11/10/2017,101.64,Lao PDR
11/10/2017,100.74,Myanmar
11/10/2017,99.65,Vietnam
11/10/2017,92.48,Thailand
11/13/2017,99.58,Cambodia
11/13/2017,101.64,Lao PDR
11/13/2017,100.74,Myanmar
11/13/2017,99.62,Vietnam
11/13/2017,92.29,Thailand
11/14/2017,99.56,Cambodia
11/14/2017,101.59,Lao PDR
11/14/2017,100.74,Myanmar
11/14/2017,99.66,Vietnam
11/14/2017,92.21,Thailand
11/15/2017,99.54,Cambodia
11/15/2017,101.64,Lao PDR
11/15/2017,100.74,Myanmar
11/15/2017,99.64,Vietnam
11/15/2017,92.16,Thailand
11/16/2017,99.58,Cambodia
11/16/2017,101.56,Lao PDR
11/16/2017,100.74,Myanmar
11/16/2017,99.64,Vietnam
11/16/2017,91.88,Thailand
11/17/2017,99.59,Cambodia
11/17/2017,101.61,Lao PDR
11/17/2017,100.74,Myanmar
11/17/2017,99.65,Vietnam
11/17/2017,91.65,Thailand
11/20/2017,99.42,Cambodia
11/20/2017,101.29,Lao PDR
11/20/2017,100.74,Myanmar
11/20/2017,99.64,Vietnam
11/20/2017,91.6,Thailand
11/21/2017,99.49,Cambodia
11/21/2017,101.61,Lao PDR
11/21/2017,100.74,Myanmar
11/21/2017,99.64,Vietnam
11/21/2017,91.43,Thailand
11/22/2017,99.55,Cambodia
11/22/2017,101.63,Lao PDR
11/22/2017,100.74,Myanmar
11/22/2017,99.69,Vietnam
11/22/2017,91.29,Thailand
11/23/2017,99.79,Cambodia
11/23/2017,101.63,Lao PDR
11/23/2017,100.74,Myanmar
11/23/2017,99.71,Vietnam
11/23/2017,91.21,Thailand
11/24/2017,99.6,Cambodia
11/24/2017,101.58,Lao PDR
11/24/2017,100.74,Myanmar
11/24/2017,99.7,Vietnam
11/24/2017,91.15,Thailand
11/27/2017,99.61,Cambodia
11/27/2017,101.59,Lao PDR
11/27/2017,100.74,Myanmar
11/27/2017,99.68,Vietnam
11/27/2017,91.04,Thailand
11/28/2017,99.65,Cambodia
11/28/2017,101.59,Lao PDR
11/28/2017,100.7,Myanmar
11/28/2017,99.66,Vietnam
11/28/2017,90.98,Thailand
11/29/2017,99.74,Cambodia
11/29/2017,101.57,Lao PDR
11/29/2017,100.7,Myanmar
11/29/2017,99.68,Vietnam
11/29/2017,90.9,Thailand
11/30/2017,99.64,Cambodia
11/30/2017,101.6,Lao PDR
11/30/2017,100.66,Myanmar
11/30/2017,99.67,Vietnam
11/30/2017,91.15,Thailand
12/1/2017,99.62,Cambodia
12/1/2017,101.57,Lao PDR
12/1/2017,100.66,Myanmar
12/1/2017,99.65,Vietnam
12/1/2017,91.01,Thailand
12/4/2017,99.68,Cambodia
12/4/2017,101.52,Lao PDR
12/4/2017,100.66,Myanmar
12/4/2017,99.66,Vietnam
12/4/2017,90.98,Thailand
12/5/2017,99.77,Cambodia
12/5/2017,101.42,Lao PDR
12/5/2017,100.66,Myanmar
12/5/2017,99.66,Vietnam
12/5/2017,91.07,Thailand
12/6/2017,99.75,Cambodia
12/6/2017,101.61,Lao PDR
12/6/2017,100.66,Myanmar
12/6/2017,99.66,Vietnam
12/6/2017,91.07,Thailand
12/7/2017,99.68,Cambodia
12/7/2017,101.57,Lao PDR
12/7/2017,100.66,Myanmar
12/7/2017,99.65,Vietnam
12/7/2017,91.07,Thailand
12/8/2017,99.68,Cambodia
12/8/2017,101.6,Lao PDR
12/8/2017,100.66,Myanmar
12/8/2017,99.64,Vietnam
12/8/2017,91.07,Thailand
12/11/2017,99.68,Cambodia
12/11/2017,101.62,Lao PDR
12/11/2017,100.66,Myanmar
12/11/2017,99.64,Vietnam
12/11/2017,91.04,Thailand
12/12/2017,99.73,Cambodia
12/12/2017,101.64,Lao PDR
12/12/2017,100.66,Myanmar
12/12/2017,99.65,Vietnam
12/12/2017,91.04,Thailand
12/13/2017,99.73,Cambodia
12/13/2017,101.63,Lao PDR
12/13/2017,100.7,Myanmar
12/13/2017,99.65,Vietnam
12/13/2017,90.82,Thailand
12/14/2017,99.72,Cambodia
12/14/2017,101.62,Lao PDR
12/14/2017,100.7,Myanmar
12/14/2017,99.66,Vietnam
12/14/2017,90.73,Thailand
12/15/2017,99.7,Cambodia
12/15/2017,101.64,Lao PDR
12/15/2017,100.7,Myanmar
12/15/2017,99.65,Vietnam
12/15/2017,90.76,Thailand
12/18/2017,99.73,Cambodia
12/18/2017,101.63,Lao PDR
12/18/2017,100.7,Myanmar
12/18/2017,99.66,Vietnam
12/18/2017,91.15,Thailand
12/19/2017,99.72,Cambodia
12/19/2017,101.61,Lao PDR
12/19/2017,100.7,Myanmar
12/19/2017,99.65,Vietnam
12/19/2017,91.32,Thailand
12/20/2017,99.75,Cambodia
12/20/2017,101.58,Lao PDR
12/20/2017,100.7,Myanmar
12/20/2017,99.65,Vietnam
12/20/2017,91.35,Thailand
12/21/2017,99.84,Cambodia
12/21/2017,101.6,Lao PDR
12/21/2017,100.7,Myanmar
12/21/2017,99.66,Vietnam
12/21/2017,91.35,Thailand
12/22/2017,99.75,Cambodia
12/22/2017,101.6,Lao PDR
12/22/2017,100.66,Myanmar
12/22/2017,99.65,Vietnam
12/22/2017,91.43,Thailand
12/25/2017,99.76,Cambodia
12/25/2017,101.4,Lao PDR
12/25/2017,100.66,Myanmar
12/25/2017,99.64,Vietnam
12/25/2017,91.43,Thailand
12/26/2017,99.84,Cambodia
12/26/2017,101.57,Lao PDR
12/26/2017,100.66,Myanmar
12/26/2017,99.6,Vietnam
12/26/2017,91.46,Thailand
12/27/2017,99.73,Cambodia
12/27/2017,101.57,Lao PDR
12/27/2017,100.66,Myanmar
12/27/2017,99.64,Vietnam
12/27/2017,91.57,Thailand
12/28/2017,99.83,Cambodia
12/28/2017,101.57,Lao PDR
12/28/2017,100.63,Myanmar
12/28/2017,99.64,Vietnam
12/28/2017,91.29,Thailand
12/29/2017,99.75,Cambodia
12/29/2017,101.52,Lao PDR
12/29/2017,100.59,Myanmar
12/29/2017,99.64,Vietnam
12/29/2017,90.9,Thailand
1/1/2018,99.81,Cambodia
1/1/2018,101.52,Lao PDR
1/1/2018,100.59,Myanmar
1/1/2018,99.64,Vietnam
1/1/2018,90.9,Thailand
1/2/2018,99.83,Cambodia
1/2/2018,101.54,Lao PDR
1/2/2018,100.55,Myanmar
1/2/2018,99.64,Vietnam
1/2/2018,90.54,Thailand
1/3/2018,99.77,Cambodia
1/3/2018,101.52,Lao PDR
1/3/2018,100.48,Myanmar
1/3/2018,99.63,Vietnam
1/3/2018,90.24,Thailand
1/4/2018,99.68,Cambodia
1/4/2018,101.54,Lao PDR
1/4/2018,100.48,Myanmar
1/4/2018,99.64,Vietnam
1/4/2018,90.09,Thailand
1/5/2018,99.85,Cambodia
1/5/2018,101.54,Lao PDR
1/5/2018,100.48,Myanmar
1/5/2018,99.63,Vietnam
1/5/2018,89.81,Thailand
1/8/2018,99.5,Cambodia
1/8/2018,101.54,Lao PDR
1/8/2018,100.48,Myanmar
1/8/2018,99.65,Vietnam
1/8/2018,89.95,Thailand
1/9/2018,99.56,Cambodia
1/9/2018,101.57,Lao PDR
1/9/2018,98.93,Myanmar
1/9/2018,99.63,Vietnam
1/9/2018,90.12,Thailand
1/10/2018,99.76,Cambodia
1/10/2018,101.41,Lao PDR
1/10/2018,99.3,Myanmar
1/10/2018,99.65,Vietnam
1/10/2018,89.67,Thailand
1/11/2018,99.76,Cambodia
1/11/2018,101.58,Lao PDR
1/11/2018,99.49,Myanmar
1/11/2018,99.62,Vietnam
1/11/2018,89.36,Thailand
1/12/2018,99.5,Cambodia
1/12/2018,101.54,Lao PDR
1/12/2018,99.41,Myanmar
1/12/2018,99.63,Vietnam
1/12/2018,89.17,Thailand
1/15/2018,99.48,Cambodia
1/15/2018,101.52,Lao PDR
1/15/2018,99.34,Myanmar
1/15/2018,99.63,Vietnam
1/15/2018,89.17,Thailand
1/16/2018,99.38,Cambodia
1/16/2018,101.34,Lao PDR
1/16/2018,98.71,Myanmar
1/16/2018,99.64,Vietnam
1/16/2018,89.17,Thailand
1/17/2018,99.41,Cambodia
1/17/2018,101.33,Lao PDR
1/17/2018,98.75,Myanmar
1/17/2018,99.65,Vietnam
1/17/2018,89.2,Thailand
1/18/2018,99.34,Cambodia
1/18/2018,101.51,Lao PDR
1/18/2018,99.12,Myanmar
1/18/2018,99.65,Vietnam
1/18/2018,89.08,Thailand
1/19/2018,99.39,Cambodia
1/19/2018,101.39,Lao PDR
1/19/2018,99.19,Myanmar
1/19/2018,99.65,Vietnam
1/19/2018,88.94,Thailand
1/22/2018,99.36,Cambodia
1/22/2018,101.52,Lao PDR
1/22/2018,99.04,Myanmar
1/22/2018,99.64,Vietnam
1/22/2018,88.92,Thailand
1/23/2018,99.2,Cambodia
1/23/2018,101.39,Lao PDR
1/23/2018,98.86,Myanmar
1/23/2018,99.64,Vietnam
1/23/2018,88.83,Thailand
1/24/2018,99.26,Cambodia
1/24/2018,101.32,Lao PDR
1/24/2018,98.49,Myanmar
1/24/2018,99.64,Vietnam
1/24/2018,88.07,Thailand
1/25/2018,99.19,Cambodia
1/25/2018,101.48,Lao PDR
1/25/2018,98.51,Myanmar
1/25/2018,99.65,Vietnam
1/25/2018,87.83,Thailand
1/26/2018,99.36,Cambodia
1/26/2018,101.47,Lao PDR
1/26/2018,98.03,Myanmar
1/26/2018,99.64,Vietnam
1/26/2018,87.52,Thailand
1/29/2018,99.28,Cambodia
1/29/2018,101.5,Lao PDR
1/29/2018,97.9,Myanmar
1/29/2018,99.64,Vietnam
1/29/2018,87.77,Thailand
1/30/2018,99.28,Cambodia
1/30/2018,101.5,Lao PDR
1/30/2018,97.87,Myanmar
1/30/2018,99.64,Vietnam
1/30/2018,87.72,Thailand
1/31/2018,99.21,Cambodia
1/31/2018,101.48,Lao PDR
1/31/2018,97.87,Myanmar
1/31/2018,99.64,Vietnam
1/31/2018,87.52,Thailand
2/1/2018,99.19,Cambodia
2/1/2018,101.41,Lao PDR
2/1/2018,97.76,Myanmar
2/1/2018,99.63,Vietnam
2/1/2018,87.38,Thailand
2/2/2018,99.28,Cambodia
2/2/2018,101.32,Lao PDR
2/2/2018,97.81,Myanmar
2/2/2018,99.63,Vietnam
2/2/2018,87.81,Thailand
2/5/2018,99.32,Cambodia
2/5/2018,101.4,Lao PDR
2/5/2018,97.76,Myanmar
2/5/2018,99.62,Vietnam
2/5/2018,88.3,Thailand
2/6/2018,99.39,Cambodia
2/6/2018,101.47,Lao PDR
2/6/2018,97.65,Myanmar
2/6/2018,99.64,Vietnam
2/6/2018,88,Thailand
2/7/2018,99.1,Cambodia
2/7/2018,101.43,Lao PDR
2/7/2018,97.83,Myanmar
2/7/2018,99.61,Vietnam
2/7/2018,88.36,Thailand
2/8/2018,99.19,Cambodia
2/8/2018,101.15,Lao PDR
2/8/2018,97.9,Myanmar
2/8/2018,99.59,Vietnam
2/8/2018,89.06,Thailand
2/9/2018,99.25,Cambodia
2/9/2018,101.51,Lao PDR
2/9/2018,97.9,Myanmar
2/9/2018,99.6,Vietnam
2/9/2018,88.55,Thailand
2/12/2018,99.34,Cambodia
2/12/2018,101.33,Lao PDR
2/12/2018,97.9,Myanmar
2/12/2018,99.61,Vietnam
2/12/2018,88.34,Thailand
2/13/2018,99.31,Cambodia
2/13/2018,101.15,Lao PDR
2/13/2018,97.68,Myanmar
2/13/2018,99.65,Vietnam
2/13/2018,87.88,Thailand
2/14/2018,99.19,Cambodia
2/14/2018,101.12,Lao PDR
2/14/2018,97.65,Myanmar
2/14/2018,99.62,Vietnam
2/14/2018,87.49,Thailand
2/15/2018,99.37,Cambodia
2/15/2018,101.09,Lao PDR
2/15/2018,97.79,Myanmar
2/15/2018,99.62,Vietnam
2/15/2018,87.31,Thailand
2/16/2018,99.07,Cambodia
2/16/2018,101.09,Lao PDR
2/16/2018,97.76,Myanmar
2/16/2018,99.62,Vietnam
2/16/2018,87.4,Thailand
2/19/2018,99.14,Cambodia
2/19/2018,101.07,Lao PDR
2/19/2018,97.61,Myanmar
2/19/2018,99.62,Vietnam
2/19/2018,87.66,Thailand
2/20/2018,99.33,Cambodia
2/20/2018,101.1,Lao PDR
2/20/2018,97.35,Myanmar
2/20/2018,99.57,Vietnam
2/20/2018,87.94,Thailand
2/21/2018,98.98,Cambodia
2/21/2018,101.1,Lao PDR
2/21/2018,97.9,Myanmar
2/21/2018,99.67,Vietnam
2/21/2018,88.09,Thailand
2/22/2018,99.16,Cambodia
2/22/2018,101.16,Lao PDR
2/22/2018,98.64,Myanmar
2/22/2018,99.69,Vietnam
2/22/2018,87.87,Thailand
2/23/2018,99.2,Cambodia
2/23/2018,101.31,Lao PDR
2/23/2018,98.64,Myanmar
2/23/2018,99.77,Vietnam
2/23/2018,87.66,Thailand
2/26/2018,99.07,Cambodia
2/26/2018,101.34,Lao PDR
2/26/2018,98.64,Myanmar
2/26/2018,99.78,Vietnam
2/26/2018,87.33,Thailand
2/27/2018,99.03,Cambodia
2/27/2018,101.15,Lao PDR
2/27/2018,98.64,Myanmar
2/27/2018,99.81,Vietnam
2/27/2018,87.88,Thailand
2/28/2018,99.06,Cambodia
2/28/2018,101.18,Lao PDR
2/28/2018,98.6,Myanmar
2/28/2018,99.84,Vietnam
2/28/2018,87.91,Thailand
3/1/2018,99.01,Cambodia
3/1/2018,101.24,Lao PDR
3/1/2018,98.6,Myanmar
3/1/2018,99.81,Vietnam
3/1/2018,87.95,Thailand
3/2/2018,98.82,Cambodia
3/2/2018,101.38,Lao PDR
3/2/2018,98.6,Myanmar
3/2/2018,99.86,Vietnam
3/2/2018,87.77,Thailand
3/5/2018,98.83,Cambodia
3/5/2018,101.16,Lao PDR
3/5/2018,98.53,Myanmar
3/5/2018,99.88,Vietnam
3/5/2018,87.69,Thailand
3/6/2018,99.22,Cambodia
3/6/2018,101.16,Lao PDR
3/6/2018,98.46,Myanmar
3/6/2018,99.9,Vietnam
3/6/2018,87.38,Thailand
3/7/2018,98.84,Cambodia
3/7/2018,101.15,Lao PDR
3/7/2018,98.38,Myanmar
3/7/2018,99.85,Vietnam
3/7/2018,87.44,Thailand
3/8/2018,99.22,Cambodia
3/8/2018,101.15,Lao PDR
3/8/2018,98.49,Myanmar
3/8/2018,99.84,Vietnam
3/8/2018,87.59,Thailand
3/9/2018,99.21,Cambodia
3/9/2018,101.15,Lao PDR
3/9/2018,98.64,Myanmar
3/9/2018,99.86,Vietnam
3/9/2018,87.44,Thailand
3/12/2018,98.84,Cambodia
3/12/2018,101.18,Lao PDR
3/12/2018,98.53,Myanmar
3/12/2018,99.85,Vietnam
3/12/2018,87.37,Thailand
3/13/2018,98.64,Cambodia
3/13/2018,101.17,Lao PDR
3/13/2018,98.53,Myanmar
3/13/2018,99.87,Vietnam
3/13/2018,87.19,Thailand
3/14/2018,98.73,Cambodia
3/14/2018,101.15,Lao PDR
3/14/2018,98.64,Myanmar
3/14/2018,99.88,Vietnam
3/14/2018,86.99,Thailand
3/15/2018,98.88,Cambodia
3/15/2018,101.16,Lao PDR
3/15/2018,98.49,Myanmar
3/15/2018,99.89,Vietnam
3/15/2018,87.13,Thailand
3/16/2018,98.75,Cambodia
3/16/2018,101.2,Lao PDR
3/16/2018,98.55,Myanmar
3/16/2018,99.87,Vietnam
3/16/2018,87.21,Thailand
3/19/2018,99.21,Cambodia
3/19/2018,101.21,Lao PDR
3/19/2018,98.57,Myanmar
3/19/2018,99.89,Vietnam
3/19/2018,87.09,Thailand
3/20/2018,98.57,Cambodia
3/20/2018,101.31,Lao PDR
3/20/2018,98.64,Myanmar
3/20/2018,99.92,Vietnam
3/20/2018,87.07,Thailand
3/21/2018,98.45,Cambodia
3/21/2018,101.19,Lao PDR
3/21/2018,98.64,Myanmar
3/21/2018,99.92,Vietnam
3/21/2018,86.99,Thailand
3/22/2018,99.17,Cambodia
3/22/2018,101.18,Lao PDR
3/22/2018,98.64,Myanmar
3/22/2018,100.01,Vietnam
3/22/2018,87.41,Thailand
3/23/2018,98.7,Cambodia
3/23/2018,101.2,Lao PDR
3/23/2018,98.49,Myanmar
3/23/2018,100.04,Vietnam
3/23/2018,87.07,Thailand
3/26/2018,98.66,Cambodia
3/26/2018,101.18,Lao PDR
3/26/2018,98.34,Myanmar
3/26/2018,100.08,Vietnam
3/26/2018,86.91,Thailand
3/27/2018,98.63,Cambodia
3/27/2018,101.15,Lao PDR
3/27/2018,98.34,Myanmar
3/27/2018,100.1,Vietnam
3/27/2018,87.16,Thailand
3/28/2018,98.64,Cambodia
3/28/2018,101.15,Lao PDR
3/28/2018,98.2,Myanmar
3/28/2018,100.11,Vietnam
3/28/2018,87.33,Thailand
3/29/2018,98.84,Cambodia
3/29/2018,101.2,Lao PDR
3/29/2018,98.42,Myanmar
3/29/2018,100.07,Vietnam
3/29/2018,87.26,Thailand
3/30/2018,98.82,Cambodia
3/30/2018,101.2,Lao PDR
3/30/2018,98.09,Myanmar
3/30/2018,100,Vietnam
3/30/2018,87.05,Thailand
4/2/2018,98.75,Cambodia
4/2/2018,101.2,Lao PDR
4/2/2018,98.2,Myanmar
4/2/2018,100,Vietnam
4/2/2018,87.19,Thailand
4/3/2018,98.55,Cambodia
4/3/2018,101.2,Lao PDR
4/3/2018,98.05,Myanmar
4/3/2018,100.07,Vietnam
4/3/2018,87.05,Thailand
4/4/2018,99.16,Cambodia
4/4/2018,101.2,Lao PDR
4/4/2018,97.98,Myanmar
4/4/2018,100.1,Vietnam
4/4/2018,87.13,Thailand
4/5/2018,98.78,Cambodia
4/5/2018,101.2,Lao PDR
4/5/2018,97.98,Myanmar
4/5/2018,100.09,Vietnam
4/5/2018,87.24,Thailand
4/6/2018,98.94,Cambodia
4/6/2018,101.23,Lao PDR
4/6/2018,97.98,Myanmar
4/6/2018,100.04,Vietnam
4/6/2018,87.31,Thailand
4/9/2018,98.94,Cambodia
4/9/2018,101.21,Lao PDR
4/9/2018,97.94,Myanmar
4/9/2018,100,Vietnam
4/9/2018,87.3,Thailand
4/10/2018,98.73,Cambodia
4/10/2018,101.2,Lao PDR
4/10/2018,97.9,Myanmar
4/10/2018,100,Vietnam
4/10/2018,87.1,Thailand
4/11/2018,99.05,Cambodia
4/11/2018,101.18,Lao PDR
4/11/2018,97.68,Myanmar
4/11/2018,99.99,Vietnam
4/11/2018,86.89,Thailand
4/12/2018,99.18,Cambodia
4/12/2018,101.18,Lao PDR
4/12/2018,97.54,Myanmar
4/12/2018,99.98,Vietnam
4/12/2018,87.19,Thailand
4/13/2018,99.21,Cambodia
4/13/2018,101.18,Lao PDR
4/13/2018,97.46,Myanmar
4/13/2018,99.97,Vietnam
4/13/2018,87.02,Thailand
4/16/2018,99.07,Cambodia
4/16/2018,101.18,Lao PDR
4/16/2018,97.98,Myanmar
4/16/2018,99.93,Vietnam
4/16/2018,87.13,Thailand
4/17/2018,99.09,Cambodia
4/17/2018,101.18,Lao PDR
4/17/2018,97.61,Myanmar
4/17/2018,99.91,Vietnam
4/17/2018,87.13,Thailand
4/18/2018,99.3,Cambodia
4/18/2018,101.18,Lao PDR
4/18/2018,97.61,Myanmar
4/18/2018,99.92,Vietnam
4/18/2018,87.1,Thailand
4/19/2018,99.19,Cambodia
4/19/2018,101.18,Lao PDR
4/19/2018,97.46,Myanmar
4/19/2018,99.94,Vietnam
4/19/2018,87.2,Thailand
4/20/2018,99.24,Cambodia
4/20/2018,101.2,Lao PDR
4/20/2018,97.83,Myanmar
4/20/2018,99.91,Vietnam
4/20/2018,87.49,Thailand
4/23/2018,99.19,Cambodia
4/23/2018,101.39,Lao PDR
4/23/2018,97.83,Myanmar
4/23/2018,99.91,Vietnam
4/23/2018,88.02,Thailand
4/24/2018,99.31,Cambodia
4/24/2018,101.23,Lao PDR
4/24/2018,97.65,Myanmar
4/24/2018,99.89,Vietnam
4/24/2018,87.8,Thailand
4/25/2018,99.3,Cambodia
4/25/2018,101.24,Lao PDR
4/25/2018,97.83,Myanmar
4/25/2018,99.89,Vietnam
4/25/2018,88.02,Thailand
4/26/2018,99.53,Cambodia
4/26/2018,101.24,Lao PDR
4/26/2018,98.27,Myanmar
4/26/2018,99.89,Vietnam
4/26/2018,88.25,Thailand
4/27/2018,99.69,Cambodia
4/27/2018,101.3,Lao PDR
4/27/2018,98.2,Myanmar
4/27/2018,99.87,Vietnam
