"Reporter","Partner","HS2_Code","Commodity","Value","Growth","Growth4Graph","AverageGrowth","RCA","RCA4Graph","Quadrant","x","y","Group_Code","Description"
"Myanmar","Thailand","17","Sugars and sugar confectionery",468612.60,"Infinity",100.00,59.45,2.96316528777355e-03,2.96316528777355e-03,"INTRO",-1,1,3.00,"Food Products"
"Myanmar","Thailand","19","Preparations of cereals, flour, starch or milk; pastrycooks' products",114545.71,"Infinity",100.00,59.45,0.17,0.17,"INTRO",-1,1,3.00,"Food Products"
"Myanmar","Thailand","20","Preparations of vegetables, fruit, nuts or other parts of plants",87078.87,"45.0770944486132",45.07,59.45,0.20,0.20,"DOG",-1,-1,3.00,"Food Products"
"Myanmar","Thailand","21","Miscellaneous edible preparations",128641.00,"2222.65181798813",100.00,59.45,0.17,0.17,"INTRO",-1,1,3.00,"Food Products"
"Myanmar","Thailand","22","Beverages, spirits and vinegar",588862.33,"61.1138469780192",61.11,59.45,0.51,0.51,"INTRO",-1,1,3.00,"Food Products"
"Myanmar","Thailand","23","Food industries, residues and wastes thereof; prepared animal fodder",164196.35,"32.1349212838199",32.13,59.45,0.94,0.94,"DOG",-1,-1,3.00,"Food Products"
"Myanmar","Thailand","24","Tobacco and manufactured tobacco substitutes",23333072.24,"545702.859415205",100.00,59.45,2.00,2.00,"STAR",1,1,3.00,"Food Products"
"Myanmar","Thailand","25","Salt; sulphur; earths, stone; plastering materials, lime and cement",16450.00,"Infinity",100.00,59.45,0.12,0.12,"INTRO",-1,1,4.00,"Minerals"
"Myanmar","Thailand","26","Ores, slag and ash",3296210.59,"153.044660934102",100.00,59.45,0.62,0.62,"INTRO",-1,2,4.00,"Minerals"
"Myanmar","Thailand","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2035940371.79,"12.0711298634242",12.07,59.45,2.86,2.86,"COW",1,-1,5.00,"Fuels"
"Myanmar","Thailand","28","Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",833017.00,"63.3193804310673",63.31,59.45,0.23,0.23,"INTRO",-1,1,6.00,"Chemicals"
"Myanmar","Thailand","29","Organic chemicals",428744.44,"Infinity",100.00,59.45,0.66,0.66,"INTRO",-1,1,6.00,"Chemicals"
"Myanmar","Thailand","30","Pharmaceutical products",920.00,"Infinity",100.00,59.45,0.04,0.04,"INTRO",-1,1,6.00,"Chemicals"
"Myanmar","Thailand","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",9272.56,"15457.9865771812",100.00,59.45,0.19,0.19,"INTRO",-1,1,6.00,"Chemicals"
"Myanmar","Thailand","33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations",176884.49,"535.657778416646",100.00,59.45,0.49,0.49,"INTRO",-1,1,6.00,"Chemicals"
"Myanmar","Thailand","35","Albuminoidal substances; modified starches; glues; enzymes",23400.00,"Infinity",100.00,59.45,4.30,4.30,"STAR",1,1,6.00,"Chemicals"
"Myanmar","Thailand","38","Chemical products n.e.c.",25700.60,"616.622750149874",100.00,59.45,0.21,0.21,"INTRO",-1,1,6.00,"Chemicals"
"Myanmar","Thailand","39","Plastics and articles thereof",1310755.09,"210.260508931775",100.00,59.45,0.13,0.13,"INTRO",-1,1,7.00,"Plastic or Rubber"
"Myanmar","Thailand","40","Rubber and articles thereof",8621868.94,"-2.00331735065585",-2.00,59.45,0.19,0.19,"DOG",-1,-1,7.00,"Plastic or Rubber"
"Myanmar","Thailand","41","Raw hides and skins (other than furskins) and leather",1101750.00,"-26.0297415291516",-26.02,59.45,0.71,0.71,"DOG",-1,-1,8.00,"Hides and Skins"
"Myanmar","Thailand","42","Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",599324.76,"2703.596201525",100.00,59.45,0.03,0.03,"INTRO",-1,2,8.00,"Hides and Skins"
"Myanmar","Thailand","44","Wood and articles of wood; wood charcoal",14788227.84,"-30.2951923052531",-30.29,59.45,0.33,0.33,"DOG",-2,-1,9.00,"Wood"
"Myanmar","Thailand","46","Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",41984.47,"887.168412093054",100.00,59.45,0.56,0.56,"INTRO",-1,1,9.00,"Wood"
"Myanmar","Thailand","47","Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard",564396.56,"-13.4632858776327",-13.46,59.45,1.36,1.36,"COW",1,-1,9.00,"Wood"
"Myanmar","Thailand","48","Paper and paperboard; articles of paper pulp, of paper or paperboard",68529.26,"455.343363603507",100.00,59.45,0.05,0.05,"INTRO",-1,1,9.00,"Wood"
"Myanmar","Thailand","52","Cotton",21630.00,"Infinity",100.00,59.45,8.13606081615886e-03,8.13606081615886e-03,"INTRO",-1,1,10.00,"Textiles and Clothing"
"Myanmar","Thailand","54","Man-made filaments; strip and the like of man-made textile materials",5948.99,"Infinity",100.00,59.45,0.05,0.05,"INTRO",-1,1,10.00,"Textiles and Clothing"
"Myanmar","Thailand","55","Man-made staple fibres",176567.96,"175.648398654292",100.00,59.45,0.11,0.11,"INTRO",-1,1,10.00,"Textiles and Clothing"
"Myanmar","Thailand","56","Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",208020.05,"479.445618699136",100.00,59.45,1.96,1.96,"STAR",1,1,10.00,"Textiles and Clothing"
"Myanmar","Thailand","58","Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",23749.96,"Infinity",100.00,59.45,0.02,0.02,"INTRO",-1,1,10.00,"Textiles and Clothing"
"Myanmar","Thailand","59","Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",87353.66,"5555.78892845581",100.00,59.45,0.78,0.78,"INTRO",-1,1,10.00,"Textiles and Clothing"
"Myanmar","Thailand","60","Fabrics; knitted or crocheted",98491.65,"Infinity",100.00,59.45,0.14,0.14,"INTRO",-1,1,10.00,"Textiles and Clothing"
"Myanmar","Thailand","61","Apparel and clothing accessories; knitted or crocheted",7023000.91,"1222.7054806124",100.00,59.45,0.07,0.07,"INTRO",-1,1,10.00,"Textiles and Clothing"
"Myanmar","Thailand","62","Apparel and clothing accessories; not knitted or crocheted",21929536.54,"112.059846332657",100.00,59.45,0.05,0.05,"INTRO",-1,2,10.00,"Textiles and Clothing"
"Myanmar","Thailand","63","Textiles, made up articles; sets; worn clothing and worn textile articles; rags",192839.19,"3325.45100895268",100.00,59.45,0.02,0.02,"INTRO",-1,1,10.00,"Textiles and Clothing"
"Myanmar","Thailand","64","Footwear; gaiters and the like; parts of such articles",1766979.57,"234.089774647319",100.00,59.45,0.03,0.03,"INTRO",-1,1,11.00,"Footwear"
"Myanmar","Thailand","65","Headgear and parts thereof",105946.00,"96884.6210179421",100.00,59.45,0.11,0.11,"INTRO",-1,1,11.00,"Footwear"
"Myanmar","Thailand","67","Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",129544.80,"23.2879371877231",23.28,59.45,0.11,0.11,"DOG",-1,-1,11.00,"Footwear"
"Myanmar","Thailand","68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",339596.20,"365.628907706821",100.00,59.45,0.59,0.59,"INTRO",-1,1,12.00,"Stone and Glass"
"Myanmar","Thailand","69","Ceramic products",84271.56,"2867.30845070422",100.00,59.45,1.51,1.51,"STAR",1,1,12.00,"Stone and Glass"
"Myanmar","Thailand","70","Glass and glassware",276814.36,"103.785352126943",100.00,59.45,2.60,2.60,"STAR",1,1,12.00,"Stone and Glass"
"Myanmar","Thailand","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",742859.63,"-84.4368783324756",-84.43,59.45,9.84858494981524e-03,9.84858494981524e-03,"DOG",-1,-1,12.00,"Stone and Glass"
"Myanmar","Thailand","72","Iron and steel",41497.39,"33830.8176614881",100.00,59.45,6.11597487590789e-04,6.11597487590789e-04,"INTRO",-1,1,13.00,"Metals"
"Myanmar","Thailand","73","Iron or steel articles",7469678.94,"-31.8327512214545",-31.83,59.45,0.96,0.96,"DOG",-1,-1,13.00,"Metals"
"Myanmar","Thailand","74","Copper and articles thereof",116952776.44,"202.447876197",100.00,59.45,1.23,1.23,"STAR",1,1,13.00,"Metals"
"Myanmar","Thailand","76","Aluminium and articles thereof",496320.22,"99166.0293205864",100.00,59.45,0.35,0.35,"INTRO",-1,1,13.00,"Metals"
"Myanmar","Thailand","79","Zinc and articles thereof",278510.00,"Infinity",100.00,59.45,0.41,0.41,"INTRO",-1,1,13.00,"Metals"
"Myanmar","Thailand","80","Tin; articles thereof",1243901.00,"Infinity",100.00,59.45,1.87,1.87,"STAR",1,1,13.00,"Metals"
"Myanmar","Thailand","82","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2440.00,"-93.5408588328226",-93.54,59.45,9.33089660637093e-04,9.33089660637093e-04,"DOG",-1,-1,13.00,"Metals"
"Myanmar","Thailand","83","Metal; miscellaneous products of base metal",215342.76,"64001.5538489016",100.00,59.45,0.24,0.24,"INTRO",-1,1,13.00,"Metals"
"Myanmar","Thailand","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",73361409.10,"188.481872597579",100.00,59.45,1.67,1.67,"STAR",1,1,14.00,"Machinery/Electrical"
"Myanmar","Thailand","85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",5921266.22,"119.129221623681",100.00,59.45,0.41,0.41,"INTRO",-1,1,14.00,"Machinery/Electrical"
"Myanmar","Thailand","86","Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",107540.00,"Infinity",100.00,59.45,1.48,1.48,"STAR",1,1,15.00,"Transportation"
"Myanmar","Thailand","87","Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",856892.47,"239.021499944155",100.00,59.45,0.45,0.45,"INTRO",-1,1,15.00,"Transportation"
"Myanmar","Thailand","88","Aircraft, spacecraft and parts thereof",19190.00,"Infinity",100.00,59.45,4.25478315411803e-04,4.25478315411803e-04,"INTRO",-1,1,15.00,"Transportation"
"Myanmar","Thailand","90","Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",26084489.40,"38.6769785763968",38.67,59.45,2.03,2.03,"COW",1,-1,16.00,"Miscellaneous"
"Myanmar","Thailand","91","Clocks and watches and parts thereof",182121.30,"-48.2316157601257",-48.23,59.45,0.99,0.99,"DOG",-1,-1,16.00,"Miscellaneous"
"Myanmar","Thailand","94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",418832.53,"-8.80443716001099",-8.80,59.45,0.34,0.34,"DOG",-1,-1,16.00,"Miscellaneous"
"Myanmar","Thailand","95","Toys, games and sports requisites; parts and accessories thereof",46652.36,"-90.251561760807",-90.25,59.45,0.01,0.01,"DOG",-1,-1,16.00,"Miscellaneous"
"Myanmar","Thailand","96","Miscellaneous manufactured articles",150207.04,"785.540369492383",100.00,59.45,0.13,0.13,"INTRO",-1,1,16.00,"Miscellaneous"
"Myanmar","Thailand","97","Works of art; collectors' pieces and antiques",29882.88,"730.08",100.00,59.45,0.32,0.32,"INTRO",-1,1,16.00,"Miscellaneous"
"Myanmar","Thailand","99","Other products",2175967.42,"-75.3260330846973",-75.32,59.45,0.55,0.55,"DOG",-1,-1,16.00,"Miscellaneous"
"Myanmar","Viet Nam","03","Fish and crustaceans, molluscs and other aquatic invertebrates",4478970.89,"-33.9663104865819",-33.96,58.77,0.75,0.75,"DOG",-1,-1,1.00,"Animal"
"Myanmar","Viet Nam","04","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",2745.00,"Infinity",100.00,58.77,0.06,0.06,"INTRO",-1,1,1.00,"Animal"
"Myanmar","Viet Nam","07","Vegetables and certain roots and tubers; edible",21843142.10,"-44.6143439743637",-44.61,58.77,2.59,2.59,"COW",1,-1,2.00,"Vegetable"
"Myanmar","Viet Nam","08","Fruit and nuts, edible; peel of citrus fruit or melons",1632587.20,"210.785479050465",100.00,58.77,0.73,0.73,"INTRO",-1,2,2.00,"Vegetable"
"Myanmar","Viet Nam","10","Cereals",15219887.63,"7682.16308405003",100.00,58.77,1.27,1.27,"STAR",1,1,2.00,"Vegetable"
"Myanmar","Viet Nam","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1818477.50,"558.793471035009",100.00,58.77,0.66,0.66,"INTRO",-1,1,2.00,"Vegetable"
"Myanmar","Viet Nam","14","Vegetable plaiting materials; vegetable products not elsewhere specified or included",9878.50,"-40.5411099073071",-40.54,58.77,0.20,0.20,"DOG",-2,-1,2.00,"Vegetable"
"Myanmar","Viet Nam","15","Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",150789.22,"169.266464285714",100.00,58.77,8.41,8.41,"STAR",1,1,2.00,"Vegetable"
"Myanmar","Viet Nam","16","Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",42600.00,"Infinity",100.00,58.77,5.96,5.96,"STAR",1,1,3.00,"Food Products"
"Myanmar","Viet Nam","19","Preparations of cereals, flour, starch or milk; pastrycooks' products",11520.00,"Infinity",100.00,58.77,0.36,0.36,"INTRO",-1,2,3.00,"Food Products"
"Myanmar","Viet Nam","21","Miscellaneous edible preparations",4320.00,"Infinity",100.00,58.77,0.12,0.12,"INTRO",-1,2,3.00,"Food Products"
"Myanmar","Viet Nam","23","Food industries, residues and wastes thereof; prepared animal fodder",11520.00,"Infinity",100.00,58.77,1.42,1.42,"STAR",1,1,3.00,"Food Products"
"Myanmar","Viet Nam","24","Tobacco and manufactured tobacco substitutes",7468842.95,"82.9441909282856",82.94,58.77,13.83,10.00,"STAR",2,1,3.00,"Food Products"
"Myanmar","Viet Nam","25","Salt; sulphur; earths, stone; plastering materials, lime and cement",600.00,"Infinity",100.00,58.77,0.09,0.09,"INTRO",-1,2,4.00,"Minerals"
"Myanmar","Viet Nam","26","Ores, slag and ash",223717.64,"1125.18344812932",100.00,58.77,0.91,0.91,"INTRO",-2,1,4.00,"Minerals"
"Myanmar","Viet Nam","28","Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",64298.25,"Infinity",100.00,58.77,0.38,0.38,"INTRO",-1,2,6.00,"Chemicals"
"Myanmar","Viet Nam","29","Organic chemicals",319422.40,"-64.4918039624368",-64.49,58.77,10.74,10.00,"COW",1,-1,6.00,"Chemicals"
"Myanmar","Viet Nam","33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations",76.65,"Infinity",100.00,58.77,4.6583262599306e-03,4.6583262599306e-03,"INTRO",-1,2,6.00,"Chemicals"
"Myanmar","Viet Nam","35","Albuminoidal substances; modified starches; glues; enzymes",1410.00,"Infinity",100.00,58.77,5.59,5.59,"STAR",2,1,6.00,"Chemicals"
"Myanmar","Viet Nam","37","Photographic or cinematographic goods",12.00,"Infinity",100.00,58.77,4.33108524006335e-03,4.33108524006335e-03,"INTRO",-1,1,6.00,"Chemicals"
"Myanmar","Viet Nam","39","Plastics and articles thereof",2041961.48,"300.605306025164",100.00,58.77,4.57,4.57,"STAR",1,1,7.00,"Plastic or Rubber"
"Myanmar","Viet Nam","40","Rubber and articles thereof",409877.00,"4355.1847826087",100.00,58.77,0.19,0.19,"INTRO",-1,1,7.00,"Plastic or Rubber"
"Myanmar","Viet Nam","41","Raw hides and skins (other than furskins) and leather",843459.04,"-62.6474009122714",-62.64,58.77,11.84,10.00,"COW",1,-1,8.00,"Hides and Skins"
"Myanmar","Viet Nam","42","Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",34958.31,"71.1468075856559",71.14,58.77,0.04,0.04,"INTRO",-2,1,8.00,"Hides and Skins"
"Myanmar","Viet Nam","44","Wood and articles of wood; wood charcoal",284522.79,"-26.1004815291326",-26.10,58.77,0.13,0.13,"DOG",-1,-2,9.00,"Wood"
"Myanmar","Viet Nam","48","Paper and paperboard; articles of paper pulp, of paper or paperboard",58393.86,"1299.68791347869",100.00,58.77,1.06,1.06,"STAR",2,1,9.00,"Wood"
"Myanmar","Viet Nam","52","Cotton",489.12,"-91.5485364757922",-91.54,58.77,3.96229136551562e-03,3.96229136551562e-03,"DOG",-1,-1,10.00,"Textiles and Clothing"
"Myanmar","Viet Nam","54","Man-made filaments; strip and the like of man-made textile materials",36.12,"-95.5897435897436",-95.58,58.77,7.22659979692488e-03,7.22659979692488e-03,"DOG",-1,-1,10.00,"Textiles and Clothing"
"Myanmar","Viet Nam","55","Man-made staple fibres",138479.07,"Infinity",100.00,58.77,1.97,1.97,"STAR",2,1,10.00,"Textiles and Clothing"
"Myanmar","Viet Nam","56","Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",25.18,"Infinity",100.00,58.77,5.11695751157023e-03,5.11695751157023e-03,"INTRO",-1,1,10.00,"Textiles and Clothing"
"Myanmar","Viet Nam","58","Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",32447.68,"360.012617580969",100.00,58.77,0.77,0.77,"INTRO",-1,2,10.00,"Textiles and Clothing"
"Myanmar","Viet Nam","60","Fabrics; knitted or crocheted",67081.50,"Infinity",100.00,58.77,2.15,2.15,"STAR",1,1,10.00,"Textiles and Clothing"
"Myanmar","Viet Nam","61","Apparel and clothing accessories; knitted or crocheted",480168.51,"71435.6152138611",100.00,58.77,0.10,0.10,"INTRO",-1,2,10.00,"Textiles and Clothing"
"Myanmar","Viet Nam","62","Apparel and clothing accessories; not knitted or crocheted",65852.76,"-97.0197101591605",-97.01,58.77,3.80279988930523e-03,3.80279988930523e-03,"DOG",-1,-1,10.00,"Textiles and Clothing"
"Myanmar","Viet Nam","63","Textiles, made up articles; sets; worn clothing and worn textile articles; rags",61550.69,"Infinity",100.00,58.77,0.14,0.14,"INTRO",-1,2,10.00,"Textiles and Clothing"
"Myanmar","Viet Nam","64","Footwear; gaiters and the like; parts of such articles",39836.17,"38.8483333461134",38.84,58.77,0.01,0.01,"DOG",-1,-1,11.00,"Footwear"
"Myanmar","Viet Nam","65","Headgear and parts thereof",702.90,"Infinity",100.00,58.77,0.01,0.01,"INTRO",-1,2,11.00,"Footwear"
"Myanmar","Viet Nam","68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",12.00,"-99.8853539696188",-99.88,58.77,4.56489522668873e-04,4.56489522668873e-04,"DOG",-1,-1,12.00,"Stone and Glass"
"Myanmar","Viet Nam","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",2400.00,"Infinity",100.00,58.77,6.8525409454284e-04,6.8525409454284e-04,"INTRO",-1,1,12.00,"Stone and Glass"
"Myanmar","Viet Nam","72","Iron and steel",360663.76,"402.247333553451",100.00,58.77,0.11,0.11,"INTRO",-1,2,13.00,"Metals"
"Myanmar","Viet Nam","73","Iron or steel articles",309634.01,"21.8663921143158",21.86,58.77,0.85,0.85,"DOG",-2,-1,13.00,"Metals"
"Myanmar","Viet Nam","74","Copper and articles thereof",27795246.10,"101.610620819909",100.00,58.77,6.33,6.33,"STAR",2,1,13.00,"Metals"
"Myanmar","Viet Nam","82","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",6800.00,"Infinity",100.00,58.77,0.05,0.05,"INTRO",-1,1,13.00,"Metals"
"Myanmar","Viet Nam","83","Metal; miscellaneous products of base metal",1340169.38,"Infinity",100.00,58.77,33.46,10.00,"STAR",1,1,13.00,"Metals"
"Myanmar","Viet Nam","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1127819.37,"142.884188355844",100.00,58.77,0.55,0.55,"INTRO",-1,2,14.00,"Machinery/Electrical"
"Myanmar","Viet Nam","85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",305751.58,"142.658135303096",100.00,58.77,0.45,0.45,"INTRO",-1,2,14.00,"Machinery/Electrical"
"Myanmar","Viet Nam","88","Aircraft, spacecraft and parts thereof",32500000.00,"Infinity",100.00,58.77,15.51,10.00,"STAR",1,1,15.00,"Transportation"
"Myanmar","Viet Nam","90","Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",1453106.05,"-33.3749415353906",-33.37,58.77,2.44,2.44,"COW",2,-1,16.00,"Miscellaneous"
"Myanmar","Viet Nam","94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",110.00,"Infinity",100.00,58.77,1.92743127155697e-03,1.92743127155697e-03,"INTRO",-1,1,16.00,"Miscellaneous"
"Myanmar","Viet Nam","96","Miscellaneous manufactured articles",989777.40,"273.747367367726",100.00,58.77,19.00,10.00,"STAR",1,1,16.00,"Miscellaneous"
"Myanmar","Viet Nam","97","Works of art; collectors' pieces and antiques",583.78,"Infinity",100.00,58.77,0.13,0.13,"INTRO",-1,2,16.00,"Miscellaneous"
"Myanmar","Viet Nam","99","Other products",80025.59,"-68.7027785509413",-68.70,58.77,0.43,0.43,"DOG",-2,-1,16.00,"Miscellaneous"
"Thailand","Cambodia","01","Animals; live",8484740.83,"-77.7917542537491",-77.79,12.19,2.34,2.34,"COW",1,-1,1.00,"Animal"
"Thailand","Cambodia","02","Meat and edible meat offal",3314265.47,"-7.93045533674245",-7.93,12.19,0.18,0.18,"DOG",-1,-1,1.00,"Animal"
"Thailand","Cambodia","03","Fish and crustaceans, molluscs and other aquatic invertebrates",12238492.96,"90.3253878789626",90.32,12.19,0.25,0.25,"INTRO",-1,1,1.00,"Animal"
"Thailand","Cambodia","04","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",48884789.53,"-6.464446787414",-6.46,12.19,7.66,7.66,"COW",1,-1,1.00,"Animal"
"Thailand","Cambodia","05","Animal originated products; not elsewhere specified or included",4006.64,"-71.0244957939437",-71.02,12.19,3.5988535286181e-03,3.5988535286181e-03,"DOG",-1,-1,1.00,"Animal"
"Thailand","Cambodia","06","Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",362920.48,"-40.2422884505795",-40.24,12.19,0.13,0.13,"DOG",-1,-1,2.00,"Vegetable"
"Thailand","Cambodia","07","Vegetables and certain roots and tubers; edible",1967899.45,"27.0674340261617",27.06,12.19,0.06,0.06,"INTRO",-1,1,2.00,"Vegetable"
"Thailand","Cambodia","08","Fruit and nuts, edible; peel of citrus fruit or melons",426795.39,"-30.5855332898821",-30.58,12.19,8.21908643128439e-03,8.21908643128439e-03,"DOG",-1,-1,2.00,"Vegetable"
"Thailand","Cambodia","09","Coffee, tea, mate and spices",2539958.01,"10.2498166719247",10.24,12.19,0.76,0.76,"DOG",-1,-1,2.00,"Vegetable"
"Thailand","Cambodia","10","Cereals",5569292.01,"17.0919799136371",17.09,12.19,0.04,0.04,"INTRO",-1,1,2.00,"Vegetable"
"Thailand","Cambodia","11","Products of the milling industry; malt, starches, inulin, wheat gluten",4191536.76,"30.4489306345458",30.44,12.19,0.15,0.15,"INTRO",-1,1,2.00,"Vegetable"
"Thailand","Cambodia","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1697157.33,"31.1215335727235",31.12,12.19,0.36,0.36,"INTRO",-1,1,2.00,"Vegetable"
"Thailand","Cambodia","13","Lac; gums, resins and other vegetable saps and extracts",209906.03,"-34.4368992648929",-34.43,12.19,0.34,0.34,"DOG",-1,-1,2.00,"Vegetable"
"Thailand","Cambodia","14","Vegetable plaiting materials; vegetable products not elsewhere specified or included",39246.99,"17.8155943974914",17.81,12.19,0.24,0.24,"INTRO",-1,1,2.00,"Vegetable"
"Thailand","Cambodia","15","Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",17459648.90,"8.58448845447887",8.58,12.19,1.39,1.39,"COW",1,-1,2.00,"Vegetable"
"Thailand","Cambodia","16","Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",36529367.12,"-5.49770238349572",-5.49,12.19,0.26,0.26,"DOG",-1,-1,3.00,"Food Products"
"Thailand","Cambodia","17","Sugars and sugar confectionery",307359074.72,"-0.498162583069427",-0.49,12.19,4.80,4.80,"COW",1,-1,3.00,"Food Products"
"Thailand","Cambodia","18","Cocoa and cocoa preparations",1007266.41,"-6.69793691449393",-6.69,12.19,1.33,1.33,"COW",1,-1,3.00,"Food Products"
"Thailand","Cambodia","19","Preparations of cereals, flour, starch or milk; pastrycooks' products",65051292.66,"9.12499637831315",9.12,12.19,2.22,2.22,"COW",1,-1,3.00,"Food Products"
"Thailand","Cambodia","20","Preparations of vegetables, fruit, nuts or other parts of plants",27418408.50,"-17.1803132977787",-17.18,12.19,0.53,0.53,"DOG",-1,-1,3.00,"Food Products"
"Thailand","Cambodia","21","Miscellaneous edible preparations",98952512.71,"21.2790704849764",21.27,12.19,2.00,2.00,"STAR",1,1,3.00,"Food Products"
"Thailand","Cambodia","22","Beverages, spirits and vinegar",343607837.53,"10.7394161383289",10.73,12.19,9.41,9.41,"COW",1,-1,3.00,"Food Products"
"Thailand","Cambodia","23","Food industries, residues and wastes thereof; prepared animal fodder",36361257.20,"14.4573269595339",14.45,12.19,1.03,1.03,"STAR",1,1,3.00,"Food Products"
"Thailand","Cambodia","24","Tobacco and manufactured tobacco substitutes",46012.18,"-87.5931029333493",-87.59,12.19,0.01,0.01,"DOG",-1,-1,3.00,"Food Products"
"Thailand","Cambodia","25","Salt; sulphur; earths, stone; plastering materials, lime and cement",163609209.48,"0.309845138841759",0.30,12.19,8.37,8.37,"COW",1,-1,4.00,"Minerals"
"Thailand","Cambodia","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",953846886.20,"23.3959968374256",23.39,12.19,5.17,5.17,"STAR",1,1,5.00,"Fuels"
"Thailand","Cambodia","28","Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",7459596.39,"21.6129055203054",21.61,12.19,0.49,0.49,"INTRO",-1,1,6.00,"Chemicals"
"Thailand","Cambodia","29","Organic chemicals",43775869.62,"6.52978016057926",6.52,12.19,0.41,0.41,"DOG",-1,-1,6.00,"Chemicals"
"Thailand","Cambodia","30","Pharmaceutical products",46496621.00,"15.6749877461681",15.67,12.19,4.07,4.07,"STAR",1,1,6.00,"Chemicals"
"Thailand","Cambodia","31","Fertilizers",53164908.97,"36.4405748669451",36.44,12.19,11.48,10.00,"STAR",1,1,6.00,"Chemicals"
"Thailand","Cambodia","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",27114764.55,"19.6349808808691",19.63,12.19,1.93,1.93,"STAR",1,1,6.00,"Chemicals"
"Thailand","Cambodia","33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations",69915126.99,"7.11098209588791",7.11,12.19,1.76,1.76,"COW",1,-1,6.00,"Chemicals"
"Thailand","Cambodia","34","Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",50424501.35,"10.215332730895",10.21,12.19,3.08,3.08,"COW",1,-1,6.00,"Chemicals"
"Thailand","Cambodia","35","Albuminoidal substances; modified starches; glues; enzymes",2711994.33,"19.4466040477694",19.44,12.19,0.16,0.16,"INTRO",-1,1,6.00,"Chemicals"
