"Reporter","Partner","HS2_Code","Commodity","Value","Growth","Growth4Graph","AverageGrowth","RCA","RCA4Graph","Quadrant","x","y","Group_Code","Description"
"Cambodia","Lao PDR","01","Animals; live",89604.76,"-97.0394005937305",-97.03,-18.30,1321.32,10.00,"COW",1,-1,1.00,"Animal"
"Cambodia","Lao PDR","24","Tobacco and manufactured tobacco substitutes",49252.67,"-81.3371373448191",-81.33,-18.30,12.05,10.00,"COW",1,-1,3.00,"Food Products"
"Cambodia","Lao PDR","60","Fabrics; knitted or crocheted",52114.95,"-89.8949406324526",-89.89,-18.30,9.94,9.94,"COW",1,-1,10.00,"Textiles and Clothing"
"Cambodia","Lao PDR","63","Textiles, made up articles; sets; worn clothing and worn textile articles; rags",8279.41,"Infinity",100.00,-18.30,0.29,0.29,"INTRO",-1,1,10.00,"Textiles and Clothing"
"Cambodia","Lao PDR","87","Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1453988.21,"18.759246746299",18.75,-18.30,19.68,10.00,"STAR",1,1,15.00,"Transportation"
"Cambodia","Lao PDR","94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",91554.67,"Infinity",100.00,-18.30,19.54,10.00,"STAR",1,1,16.00,"Miscellaneous"
"Cambodia","Lao PDR","99","Other products",7307.26,"-78.651508130953",-78.65,-18.30,10.45,10.00,"COW",1,-1,16.00,"Miscellaneous"
"Cambodia","Myanmar","48","Paper and paperboard; articles of paper pulp, of paper or paperboard",3.49,"Infinity",100.00,-10.34,9.62101295075919e-03,9.62101295075919e-03,"INTRO",-1,1,9.00,"Wood"
"Cambodia","Myanmar","52","Cotton",586.31,"-99.5413248109708",-99.54,-10.34,11.60,10.00,"COW",1,-1,10.00,"Textiles and Clothing"
"Cambodia","Myanmar","55","Man-made staple fibres",14005.69,"-71.6339479042257",-71.63,-10.34,95.43,10.00,"COW",1,-1,10.00,"Textiles and Clothing"
"Cambodia","Myanmar","56","Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",10.29,"-96.8948972509732",-96.89,-10.34,0.35,0.35,"DOG",-1,-1,10.00,"Textiles and Clothing"
"Cambodia","Myanmar","58","Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",51.80,"Infinity",100.00,-10.34,1.11,1.11,"STAR",1,1,10.00,"Textiles and Clothing"
"Cambodia","Myanmar","59","Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",16842.44,"2155.22080287084",100.00,-10.34,80.55,10.00,"STAR",1,1,10.00,"Textiles and Clothing"
"Cambodia","Myanmar","60","Fabrics; knitted or crocheted",207811.74,"142.089620988054",100.00,-10.34,218.74,10.00,"STAR",1,1,10.00,"Textiles and Clothing"
"Cambodia","Myanmar","62","Apparel and clothing accessories; not knitted or crocheted",14718.78,"-78.0508722146194",-78.05,-10.34,0.69,0.69,"DOG",-1,-1,10.00,"Textiles and Clothing"
"Cambodia","Myanmar","83","Metal; miscellaneous products of base metal",1665.64,"65.6545564848979",65.65,-10.34,5.23,5.23,"STAR",1,1,13.00,"Metals"
"Cambodia","Myanmar","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",60138.92,"-89.0789509597412",-89.07,-10.34,24.98,10.00,"COW",1,-1,14.00,"Machinery/Electrical"
"Cambodia","Myanmar","96","Miscellaneous manufactured articles",261.55,"-61.363468498412",-61.36,-10.34,0.75,0.75,"DOG",-1,-1,16.00,"Miscellaneous"
"Cambodia","Myanmar","99","Other products",1498.31,"-93.1897538364479",-93.18,-10.34,11.82,10.00,"COW",2,-1,16.00,"Miscellaneous"
"Cambodia","Thailand","03","Fish and crustaceans, molluscs and other aquatic invertebrates",7082.09,"Infinity",100.00,-29.07,1.30,1.30,"STAR",1,1,1.00,"Animal"
"Cambodia","Thailand","07","Vegetables and certain roots and tubers; edible",12366840.32,"-3.92200198691119",-3.92,-29.07,27.22,10.00,"STAR",1,1,2.00,"Vegetable"
"Cambodia","Thailand","17","Sugars and sugar confectionery",408419.52,"Infinity",100.00,-29.07,0.29,0.29,"INTRO",-1,1,3.00,"Food Products"
"Cambodia","Thailand","22","Beverages, spirits and vinegar",23845.33,"-98.8431402848156",-98.84,-29.07,0.21,0.21,"DOG",-1,-1,3.00,"Food Products"
"Cambodia","Thailand","24","Tobacco and manufactured tobacco substitutes",228305.54,"-79.6511948255715",-79.65,-29.07,1.05,1.05,"COW",2,-1,3.00,"Food Products"
"Cambodia","Thailand","25","Salt; sulphur; earths, stone; plastering materials, lime and cement",221169.28,"-64.1699677157673",-64.16,-29.07,15.18,10.00,"COW",1,-1,4.00,"Minerals"
"Cambodia","Thailand","30","Pharmaceutical products",9.99,"0",0.00,-29.07,1.38884160324429e-04,1.38884160324429e-04,"INTRO",-1,1,6.00,"Chemicals"
"Cambodia","Thailand","34","Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",903.00,"48.1299212598425",48.12,-29.07,18.29,10.00,"STAR",1,1,6.00,"Chemicals"
"Cambodia","Thailand","35","Albuminoidal substances; modified starches; glues; enzymes",11047398.93,"-76.3785543331656",-76.37,-29.07,17.05,10.00,"COW",1,-1,6.00,"Chemicals"
"Cambodia","Thailand","39","Plastics and articles thereof",777900.40,"-34.6952192442134",-34.69,-29.07,0.64,0.64,"DOG",-1,-1,7.00,"Plastic or Rubber"
"Cambodia","Thailand","40","Rubber and articles thereof",220061.52,"-90.1418233124199",-90.14,-29.07,0.08,0.08,"DOG",-1,-1,7.00,"Plastic or Rubber"
"Cambodia","Thailand","41","Raw hides and skins (other than furskins) and leather",79246.77,"-75.4434078712834",-75.44,-29.07,2.97,2.97,"COW",1,-1,8.00,"Hides and Skins"
"Cambodia","Thailand","42","Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",470900.83,"-79.9634762344994",-79.96,-29.07,0.25,0.25,"DOG",-1,-1,8.00,"Hides and Skins"
"Cambodia","Thailand","44","Wood and articles of wood; wood charcoal",8641.15,"-62.1389770296547",-62.13,-29.07,0.01,0.01,"DOG",-1,-1,9.00,"Wood"
"Cambodia","Thailand","46","Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",76415.63,"-44.6655983904748",-44.66,-29.07,4.88,4.88,"COW",1,-1,9.00,"Wood"
"Cambodia","Thailand","47","Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard",21749.48,"Infinity",100.00,-29.07,9.17,9.17,"STAR",1,1,9.00,"Wood"
"Cambodia","Thailand","48","Paper and paperboard; articles of paper pulp, of paper or paperboard",118968.10,"601.380143850961",100.00,-29.07,1.11,1.11,"STAR",1,1,9.00,"Wood"
"Cambodia","Thailand","49","Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",11.02,"-98.9898897311567",-98.98,-29.07,5.81571608908375e-04,5.81571608908375e-04,"DOG",-1,-1,9.00,"Wood"
"Cambodia","Thailand","54","Man-made filaments; strip and the like of man-made textile materials",93105.03,"594.085902467935",100.00,-29.07,10.48,10.00,"STAR",1,1,10.00,"Textiles and Clothing"
"Cambodia","Thailand","56","Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",8376.06,"23.0076747075358",23.00,-29.07,0.98,0.98,"INTRO",-1,1,10.00,"Textiles and Clothing"
"Cambodia","Thailand","58","Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",113198.83,"89.9847305746997",89.98,-29.07,8.31,8.31,"STAR",2,1,10.00,"Textiles and Clothing"
"Cambodia","Thailand","59","Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",607.86,"-60.8463768115942",-60.84,-29.07,9.90213786468548e-03,9.90213786468548e-03,"DOG",-1,-1,10.00,"Textiles and Clothing"
"Cambodia","Thailand","60","Fabrics; knitted or crocheted",326407.44,"99.5255751847678",99.52,-29.07,1.17,1.17,"STAR",2,1,10.00,"Textiles and Clothing"
"Cambodia","Thailand","61","Apparel and clothing accessories; knitted or crocheted",6542168.03,"-62.1034447181301",-62.10,-29.07,0.12,0.12,"DOG",-1,-1,10.00,"Textiles and Clothing"
"Cambodia","Thailand","62","Apparel and clothing accessories; not knitted or crocheted",482086.86,"-76.0756293937261",-76.07,-29.07,0.07,0.07,"DOG",-2,-1,10.00,"Textiles and Clothing"
"Cambodia","Thailand","63","Textiles, made up articles; sets; worn clothing and worn textile articles; rags",195932.74,"-76.0917493894439",-76.09,-29.07,0.13,0.13,"DOG",-1,-1,10.00,"Textiles and Clothing"
"Cambodia","Thailand","64","Footwear; gaiters and the like; parts of such articles",1139204.97,"-67.3848526846758",-67.38,-29.07,0.14,0.14,"DOG",-1,-1,11.00,"Footwear"
"Cambodia","Thailand","65","Headgear and parts thereof",758.13,"-97.5199587821095",-97.51,-29.07,5.21226887444563e-03,5.21226887444563e-03,"DOG",-1,-1,11.00,"Footwear"
"Cambodia","Thailand","66","Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",254.04,"-99.2049341404172",-99.20,-29.07,1.35999025092103e-03,1.35999025092103e-03,"DOG",-1,-1,11.00,"Footwear"
"Cambodia","Thailand","68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1371.04,"-72.5683919464269",-72.56,-29.07,11.06,10.00,"COW",1,-1,12.00,"Stone and Glass"
"Cambodia","Thailand","69","Ceramic products",381.67,"-67.1424512952074",-67.14,-29.07,3.82,3.82,"COW",1,-1,12.00,"Stone and Glass"
"Cambodia","Thailand","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",4820441.16,"-97.1436890511736",-97.14,-29.07,10.71,10.00,"COW",1,-1,12.00,"Stone and Glass"
"Cambodia","Thailand","73","Iron or steel articles",1716524.18,"-29.6087635555506",-29.60,-29.07,9.45,9.45,"COW",1,-1,13.00,"Metals"
"Cambodia","Thailand","76","Aluminium and articles thereof",25439.74,"-97.6223399001537",-97.62,-29.07,0.12,0.12,"DOG",-1,-1,13.00,"Metals"
"Cambodia","Thailand","81","Metals; n.e.c., cermets and articles thereof",480.76,"786.356932153392",100.00,-29.07,27.39,10.00,"STAR",1,1,13.00,"Metals"
"Cambodia","Thailand","82","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",29549.68,"-93.2645991337748",-93.26,-29.07,16.75,10.00,"COW",1,-1,13.00,"Metals"
"Cambodia","Thailand","83","Metal; miscellaneous products of base metal",20851.52,"-95.8892957849881",-95.88,-29.07,0.22,0.22,"DOG",-1,-1,13.00,"Metals"
"Cambodia","Thailand","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",10390429.41,"-52.298038059861",-52.29,-29.07,14.70,10.00,"COW",2,-1,14.00,"Machinery/Electrical"
"Cambodia","Thailand","85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",38987406.87,"-69.0736015393615",-69.07,-29.07,8.73,8.73,"COW",1,-1,14.00,"Machinery/Electrical"
"Cambodia","Thailand","87","Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1646126.22,"-25.2591400869811",-25.25,-29.07,0.41,0.41,"INTRO",-1,1,15.00,"Transportation"
"Cambodia","Thailand","89","Ships, boats and floating structures",19948.69,"Infinity",100.00,-29.07,27.39,10.00,"STAR",1,1,15.00,"Transportation"
"Cambodia","Thailand","90","Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",31350.38,"-93.2399125731833",-93.23,-29.07,0.95,0.95,"DOG",-1,-1,16.00,"Miscellaneous"
"Cambodia","Thailand","92","Musical instruments; parts and accessories of such articles",19.96,"Infinity",100.00,-29.07,0.02,0.02,"INTRO",-1,1,16.00,"Miscellaneous"
"Cambodia","Thailand","94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",531056.80,"-53.9852077659324",-53.98,-29.07,2.12,2.12,"COW",1,-1,16.00,"Miscellaneous"
"Cambodia","Thailand","96","Miscellaneous manufactured articles",47750.63,"-44.4065327225235",-44.40,-29.07,0.47,0.47,"DOG",-2,-1,16.00,"Miscellaneous"
"Cambodia","Thailand","97","Works of art; collectors' pieces and antiques",8.00,"-97.328970652065",-97.32,-29.07,5.36978632927031e-03,5.36978632927031e-03,"DOG",-1,-1,16.00,"Miscellaneous"
"Cambodia","Thailand","99","Other products",2213.57,"-90.2773855229644",-90.27,-29.07,0.05,0.05,"DOG",-1,-1,16.00,"Miscellaneous"
"Cambodia","Viet Nam","03","Fish and crustaceans, molluscs and other aquatic invertebrates",28213.29,"-64.55102022354",-64.55,-45.52,6.01,6.01,"COW",1,-1,1.00,"Animal"
"Cambodia","Viet Nam","09","Coffee, tea, mate and spices",163466.25,"-89.2860041710758",-89.28,-45.52,5.42,5.42,"COW",1,-1,2.00,"Vegetable"
"Cambodia","Viet Nam","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",14554.96,"2072.02548835266",100.00,-45.52,1.52,1.52,"STAR",1,1,2.00,"Vegetable"
"Cambodia","Viet Nam","17","Sugars and sugar confectionery",11576668.38,"-68.0155784735263",-68.01,-45.52,9.57,9.57,"COW",1,-1,3.00,"Food Products"
"Cambodia","Viet Nam","22","Beverages, spirits and vinegar",50794.63,"-58.8021463431093",-58.80,-45.52,0.53,0.53,"DOG",-2,-1,3.00,"Food Products"
"Cambodia","Viet Nam","24","Tobacco and manufactured tobacco substitutes",1248346.11,"-88.2591456261949",-88.25,-45.52,6.66,6.66,"COW",1,-2,3.00,"Food Products"
"Cambodia","Viet Nam","29","Organic chemicals",280.43,"-75.9671254477829",-75.96,-45.52,1.69501523608326e-03,1.69501523608326e-03,"DOG",-1,-1,6.00,"Chemicals"
"Cambodia","Viet Nam","30","Pharmaceutical products",1320.90,"6511.11111111111",100.00,-45.52,0.02,0.02,"INTRO",-1,2,6.00,"Chemicals"
"Cambodia","Viet Nam","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",62.07,"-99.2117194346021",-99.21,-45.52,31.81,10.00,"COW",1,-1,6.00,"Chemicals"
"Cambodia","Viet Nam","35","Albuminoidal substances; modified starches; glues; enzymes",693.48,"-75.5324103476015",-75.53,-45.52,1.24329317030669e-03,1.24329317030669e-03,"DOG",-1,-1,6.00,"Chemicals"
"Cambodia","Viet Nam","39","Plastics and articles thereof",421178.26,"-55.0771063090411",-55.07,-45.52,0.40,0.40,"DOG",-2,-1,7.00,"Plastic or Rubber"
"Cambodia","Viet Nam","40","Rubber and articles thereof",40834329.06,"-60.0697994464066",-60.06,-45.52,19.36,10.00,"COW",1,-1,7.00,"Plastic or Rubber"
"Cambodia","Viet Nam","41","Raw hides and skins (other than furskins) and leather",146847.77,"-69.9527175248602",-69.95,-45.52,6.39,6.39,"COW",2,-1,8.00,"Hides and Skins"
"Cambodia","Viet Nam","44","Wood and articles of wood; wood charcoal",161608.36,"-76.3989954670307",-76.39,-45.52,0.27,0.27,"DOG",-2,-1,9.00,"Wood"
"Cambodia","Viet Nam","46","Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",14002.55,"Infinity",100.00,-45.52,1.03,1.03,"STAR",1,1,9.00,"Wood"
"Cambodia","Viet Nam","47","Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard",43173.82,"-70.2581088049082",-70.25,-45.52,21.15,10.00,"COW",1,-1,9.00,"Wood"
"Cambodia","Viet Nam","48","Paper and paperboard; articles of paper pulp, of paper or paperboard",47269.18,"-43.6896666661107",-43.68,-45.52,0.51,0.51,"INTRO",-1,2,9.00,"Wood"
"Cambodia","Viet Nam","49","Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",124238.64,"-31.9805877567879",-31.98,-45.52,7.61,7.61,"STAR",1,1,9.00,"Wood"
"Cambodia","Viet Nam","52","Cotton",94552.57,"64.1606928903424",64.16,-45.52,7.40,7.40,"STAR",1,1,10.00,"Textiles and Clothing"
"Cambodia","Viet Nam","54","Man-made filaments; strip and the like of man-made textile materials",54254.52,"-81.5406367483633",-81.54,-45.52,7.09,7.09,"COW",1,-1,10.00,"Textiles and Clothing"
"Cambodia","Viet Nam","55","Man-made staple fibres",747298.55,"-78.8464235167266",-78.84,-45.52,20.14,10.00,"COW",2,-1,10.00,"Textiles and Clothing"
"Cambodia","Viet Nam","58","Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",20041.02,"-90.739628091156",-90.73,-45.52,1.70,1.70,"COW",1,-1,10.00,"Textiles and Clothing"
"Cambodia","Viet Nam","59","Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",11222.62,"-83.2071067931296",-83.20,-45.52,0.21,0.21,"DOG",-2,-1,10.00,"Textiles and Clothing"
"Cambodia","Viet Nam","60","Fabrics; knitted or crocheted",3541039.61,"-78.1834605230237",-78.18,-45.52,14.74,10.00,"COW",2,-1,10.00,"Textiles and Clothing"
"Cambodia","Viet Nam","61","Apparel and clothing accessories; knitted or crocheted",354022.19,"-74.7827527860605",-74.78,-45.52,7.80943746812188e-03,7.80943746812188e-03,"DOG",-2,-1,10.00,"Textiles and Clothing"
"Cambodia","Viet Nam","62","Apparel and clothing accessories; not knitted or crocheted",299275.82,"-75.8435797964302",-75.84,-45.52,0.05,0.05,"DOG",-1,-2,10.00,"Textiles and Clothing"
"Cambodia","Viet Nam","63","Textiles, made up articles; sets; worn clothing and worn textile articles; rags",314105.80,"-34.2846230845007",-34.28,-45.52,0.24,0.24,"INTRO",-1,2,10.00,"Textiles and Clothing"
"Cambodia","Viet Nam","64","Footwear; gaiters and the like; parts of such articles",669545.29,"-57.4346388722492",-57.43,-45.52,0.10,0.10,"DOG",-2,-1,11.00,"Footwear"
"Cambodia","Viet Nam","66","Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",64184.26,"1425.96947788109",100.00,-45.52,0.39,0.39,"INTRO",-1,1,11.00,"Footwear"
"Cambodia","Viet Nam","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",4840147.75,"-69.3831794367946",-69.38,-45.52,12.49,10.00,"COW",2,-1,12.00,"Stone and Glass"
"Cambodia","Viet Nam","72","Iron and steel",179.67,"-97.0541265510638",-97.05,-45.52,31.81,10.00,"COW",1,-1,13.00,"Metals"
"Cambodia","Viet Nam","73","Iron or steel articles",346715.77,"-66.1227460229527",-66.12,-45.52,2.21,2.21,"COW",2,-1,13.00,"Metals"
"Cambodia","Viet Nam","74","Copper and articles thereof",767416.20,"37.8477710976329",37.84,-45.52,30.76,10.00,"STAR",1,1,13.00,"Metals"
"Cambodia","Viet Nam","76","Aluminium and articles thereof",841674.40,"-81.7837027867105",-81.78,-45.52,4.90,4.90,"COW",1,-1,13.00,"Metals"
"Cambodia","Viet Nam","82","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",32.03,"-99.9555288052688",-99.95,-45.52,0.02,0.02,"DOG",-1,-1,13.00,"Metals"
"Cambodia","Viet Nam","83","Metal; miscellaneous products of base metal",624756.86,"-81.0828818323267",-81.08,-45.52,7.76,7.76,"COW",1,-1,13.00,"Metals"
"Cambodia","Viet Nam","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",3576636.83,"-23.2750101992173",-23.27,-45.52,5.87,5.87,"STAR",1,1,14.00,"Machinery/Electrical"
"Cambodia","Viet Nam","85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",6123529.19,"-37.1067843827454",-37.10,-45.52,1.59,1.59,"STAR",1,1,14.00,"Machinery/Electrical"
"Cambodia","Viet Nam","87","Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",298659.26,"-89.2137914322751",-89.21,-45.52,0.08,0.08,"DOG",-1,-1,15.00,"Transportation"
"Cambodia","Viet Nam","90","Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",24250.35,"-90.6309574660108",-90.63,-45.52,0.85,0.85,"DOG",-2,-1,16.00,"Miscellaneous"
"Cambodia","Viet Nam","91","Clocks and watches and parts thereof",1738270.99,"-72.9506827693526",-72.95,-45.52,30.04,10.00,"COW",1,-1,16.00,"Miscellaneous"
"Cambodia","Viet Nam","92","Musical instruments; parts and accessories of such articles",109.43,"Infinity",100.00,-45.52,0.19,0.19,"INTRO",-1,2,16.00,"Miscellaneous"
"Cambodia","Viet Nam","94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",43874.46,"-36.7354940092282",-36.73,-45.52,0.20,0.20,"INTRO",-1,1,16.00,"Miscellaneous"
"Cambodia","Viet Nam","95","Toys, games and sports requisites; parts and accessories thereof",10033.60,"-50.1097142754855",-50.10,-45.52,0.06,0.06,"DOG",-1,-1,16.00,"Miscellaneous"
"Cambodia","Viet Nam","96","Miscellaneous manufactured articles",19719.68,"-73.2010942611088",-73.20,-45.52,0.22,0.22,"DOG",-1,-2,16.00,"Miscellaneous"
"Lao PDR","Cambodia","09","Coffee, tea, mate and spices",2114950.00,"246.413835915529",100.00,61.19,7.09,7.09,"STAR",1,1,2.00,"Vegetable"
"Lao PDR","Cambodia","22","Beverages, spirits and vinegar",91598.00,"-97.0771835048717",-97.07,61.19,0.12,0.12,"DOG",-1,-1,3.00,"Food Products"
"Lao PDR","Cambodia","24","Tobacco and manufactured tobacco substitutes",94203.00,"-66.949214981142",-66.94,61.19,0.50,0.50,"DOG",-1,-1,3.00,"Food Products"
"Lao PDR","Cambodia","36","Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations",349025.00,"182.702899724607",100.00,61.19,194.83,10.00,"STAR",1,1,6.00,"Chemicals"
"Lao PDR","Cambodia","39","Plastics and articles thereof",3162.00,"Infinity",100.00,61.19,0.93,0.93,"INTRO",-1,1,7.00,"Plastic or Rubber"
"Lao PDR","Cambodia","48","Paper and paperboard; articles of paper pulp, of paper or paperboard",585.00,"Infinity",100.00,61.19,0.10,0.10,"INTRO",-1,1,9.00,"Wood"
"Lao PDR","Cambodia","49","Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",795.00,"Infinity",100.00,61.19,0.13,0.13,"INTRO",-1,1,9.00,"Wood"
"Lao PDR","Cambodia","63","Textiles, made up articles; sets; worn clothing and worn textile articles; rags",3000.00,"Infinity",100.00,61.19,0.28,0.28,"INTRO",-1,1,10.00,"Textiles and Clothing"
"Lao PDR","Cambodia","64","Footwear; gaiters and the like; parts of such articles",400.00,"Infinity",100.00,61.19,2.91553246647114e-03,2.91553246647114e-03,"INTRO",-1,1,11.00,"Footwear"
"Lao PDR","Cambodia","70","Glass and glassware",50.00,"Infinity",100.00,61.19,0.02,0.02,"INTRO",-1,1,12.00,"Stone and Glass"
"Lao PDR","Cambodia","73","Iron or steel articles",460.00,"Infinity",100.00,61.19,0.05,0.05,"INTRO",-1,1,13.00,"Metals"
"Lao PDR","Cambodia","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",18448.00,"-78.219598583235",-78.21,61.19,0.29,0.29,"DOG",-1,-1,14.00,"Machinery/Electrical"
"Lao PDR","Cambodia","85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",390.00,"Infinity",100.00,61.19,3.24513924507645e-04,3.24513924507645e-04,"INTRO",-1,1,14.00,"Machinery/Electrical"
"Lao PDR","Cambodia","87","Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7778420.00,"21.3359019756187",21.33,61.19,98.74,10.00,"COW",1,-1,15.00,"Transportation"
"Lao PDR","Cambodia","94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",2444.00,"Infinity",100.00,61.19,0.02,0.02,"INTRO",-1,1,16.00,"Miscellaneous"
"Lao PDR","Cambodia","95","Toys, games and sports requisites; parts and accessories thereof",100.00,"Infinity",100.00,61.19,0.01,0.01,"INTRO",-1,1,16.00,"Miscellaneous"
"Lao PDR","Myanmar","24","Tobacco and manufactured tobacco substitutes",153480.00,"597.636363636364",100.00,100.00,38.30,10.00,"STAR",1,1,3.00,"Food Products"
"Lao PDR","Myanmar","59","Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",69720.00,"Infinity",100.00,100.00,15136.21,10.00,"STAR",1,1,10.00,"Textiles and Clothing"
"Lao PDR","Myanmar","61","Apparel and clothing accessories; knitted or crocheted",3275.00,"185.278745644599",100.00,100.00,0.89,0.89,"INTRO",-1,1,10.00,"Textiles and Clothing"
"Lao PDR","Thailand","02","Meat and edible meat offal",2615479.00,"305.791279955565",100.00,36.85,3.11,3.11,"STAR",1,1,1.00,"Animal"
"Lao PDR","Thailand","04","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",4790.00,"-95.1122448979592",-95.11,36.85,0.01,0.01,"DOG",-1,-1,1.00,"Animal"
"Lao PDR","Thailand","05","Animal originated products; not elsewhere specified or included",7400.00,"74.035747883349",74.03,36.85,3.24,3.24,"STAR",1,1,1.00,"Animal"
"Lao PDR","Thailand","06","Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",10775.00,"Infinity",100.00,36.85,0.08,0.08,"INTRO",-1,1,2.00,"Vegetable"
"Lao PDR","Thailand","07","Vegetables and certain roots and tubers; edible",100516047.00,"-6.57011183946958",-6.57,36.85,2.78,2.78,"COW",1,-1,2.00,"Vegetable"
"Lao PDR","Thailand","08","Fruit and nuts, edible; peel of citrus fruit or melons",11963003.00,"-40.3150292702073",-40.31,36.85,0.17,0.17,"DOG",-1,-1,2.00,"Vegetable"
"Lao PDR","Thailand","09","Coffee, tea, mate and spices",11190594.00,"151.023759180723",100.00,36.85,0.35,0.35,"INTRO",-1,1,2.00,"Vegetable"
"Lao PDR","Thailand","10","Cereals",5941671.00,"-64.5155691932459",-64.51,36.85,0.24,0.24,"DOG",-1,-1,2.00,"Vegetable"
"Lao PDR","Thailand","11","Products of the milling industry; malt, starches, inulin, wheat gluten",547693.00,"161.960062178644",100.00,36.85,0.02,0.02,"INTRO",-1,1,2.00,"Vegetable"
"Lao PDR","Thailand","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",4295322.00,"-71.5496954455967",-71.54,36.85,2.06,2.06,"COW",1,-1,2.00,"Vegetable"
"Lao PDR","Thailand","13","Lac; gums, resins and other vegetable saps and extracts",431036.00,"95.9698417146029",95.96,36.85,0.66,0.66,"INTRO",-1,1,2.00,"Vegetable"
"Lao PDR","Thailand","14","Vegetable plaiting materials; vegetable products not elsewhere specified or included",297602.00,"-14.5507642860199",-14.55,36.85,1.97,1.97,"COW",1,-1,2.00,"Vegetable"
"Lao PDR","Thailand","16","Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",13500.00,"Infinity",100.00,36.85,3.24,3.24,"STAR",1,1,3.00,"Food Products"
"Lao PDR","Thailand","17","Sugars and sugar confectionery",24393518.00,"-1.93960728838602",-1.93,36.85,0.82,0.82,"DOG",-1,-1,3.00,"Food Products"
